1,0.684,Chisinau,Moldova,47.42N,29.61E
1973-07-01,27.884,0.376,Chittaurgarh,India,24.92N,74.48E
1973-08-01,26.451,0.503,Chittaurgarh,India,24.92N,74.48E
1973-09-01,26.486,0.385,Chittaurgarh,India,24.92N,74.48E
1973-10-01,25.404,0.418,Chittaurgarh,India,24.92N,74.48E
1973-11-01,21.019,0.373,Chittaurgarh,India,24.92N,74.48E
1973-12-01,16.577,0.544,Chittaurgarh,India,24.92N,74.48E
1974-01-01,16.294,0.429,Chittaurgarh,India,24.92N,74.48E
1974-02-01,18.12,0.745,Chittaurgarh,India,24.92N,74.48E
1974-03-01,26.596,0.366,Chittaurgarh,India,24.92N,74.48E
1974-04-01,30.816999999999997,0.344,Chittaurgarh,India,24.92N,74.48E
1974-05-01,32.977000000000004,0.331,Chittaurgarh,India,24.92N,74.48E
1974-06-01,32.035,0.27,Chittaurgarh,India,24.92N,74.48E
1974-07-01,28.833000000000002,0.373,Chittaurgarh,India,24.92N,74.48E
1974-08-01,27.84,0.474,Chittaurgarh,India,24.92N,74.48E
1974-09-01,28.928,0.25,Chittaurgarh,India,24.92N,74.48E
1974-10-01,26.184,0.364,Chittaurgarh,India,24.92N,74.48E
1974-11-01,20.574,0.38799999999999996,Chittaurgarh,India,24.92N,74.48E
1974-12-01,16.727,0.491,Chittaurgarh,India,24.92N,74.48E
1975-01-01,15.65,0.772,Chittaurgarh,India,24.92N,74.48E
1975-02-01,18.418000000000006,0.28600000000000003,Chittaurgarh,India,24.92N,74.48E
1975-03-01,23.761,0.406,Chittaurgarh,India,24.92N,74.48E
1975-04-01,30.364,0.364,Chittaurgarh,India,24.92N,74.48E
1975-05-01,33.907000000000004,0.475,Chittaurgarh,India,24.92N,74.48E
1975-06-01,31.543000000000003,0.42100000000000004,Chittaurgarh,India,24.92N,74.48E
1975-07-01,27.887,0.382,Chittaurgarh,India,24.92N,74.48E
1975-08-01,26.918000000000003,0.436,Chittaurgarh,India,24.92N,74.48E
1975-09-01,26.279,0.36700000000000005,Chittaurgarh,India,24.92N,74.48E
1975-10-01,25.186,0.653,Chittaurgarh,India,24.92N,74.48E
1975-11-01,19.886000000000006,0.5770000000000001,Chittaurgarh,India,24.92N,74.48E
1975-12-01,17.416,0.376,Chittaurgarh,India,24.92N,74.48E
1976-01-01,17.397000000000002,0.38,Chittaurgarh,India,24.92N,74.48E
1976-02-01,19.764000000000006,0.457,Chittaurgarh,India,24.92N,74.48E
1976-03-01,24.844,0.336,Chittaurgarh,India,24.92N,74.48E
1976-04-01,29.013,0.65,Chittaurgarh,India,24.92N,74.48E
1976-05-01,33.080999999999996,0.485,Chittaurgarh,India,24.92N,74.48E
1976-06-01,30.892,0.7959999999999999,Chittaurgarh,India,24.92N,74.48E
1976-07-01,28.548000000000002,0.48700000000000004,Chittaurgarh,India,24.92N,74.48E
1976-08-01,26.215,0.275,Chittaurgarh,India,24.92N,74.48E
1976-09-01,26.183000000000003,0.445,Chittaurgarh,India,24.92N,74.48E
1976-10-01,26.576999999999998,0.9329999999999999,Chittaurgarh,India,24.92N,74.48E
1976-11-01,23.520000000000003,0.8270000000000001,Chittaurgarh,India,24.92N,74.48E
1976-12-01,18.078,0.374,Chittaurgarh,India,24.92N,74.48E
1977-01-01,16.098,0.47600000000000003,Chittaurgarh,India,24.92N,74.48E
1977-02-01,20.098000000000006,0.7070000000000001,Chittaurgarh,India,24.92N,74.48E
1977-03-01,26.505,0.802,Chittaurgarh,India,24.92N,74.48E
1977-04-01,29.663,1.014,Chittaurgarh,India,24.92N,74.48E
1977-05-01,32.345,0.6890000000000001,Chittaurgarh,India,24.92N,74.48E
1977-06-01,31.403000000000002,0.371,Chittaurgarh,India,24.92N,74.48E
1977-07-01,27.222,0.257,Chittaurgarh,India,24.92N,74.48E
1977-08-01,26.563000000000002,0.371,Chittaurgarh,India,24.92N,74.48E
1977-09-01,26.232,0.467,Chittaurgarh,India,24.92N,74.48E
1977-10-01,26.558000000000003,0.6809999999999999,Chittaurgarh,India,24.92N,74.48E
1977-11-01,23.323,0.748,Chittaurgarh,India,24.92N,74.48E
1977-12-01,18.667,0.522,Chittaurgarh,India,24.92N,74.48E
1978-01-01,16.255,0.214,Chittaurgarh,India,24.92N,74.48E
1978-02-01,18.753,0.439,Chittaurgarh,India,24.92N,74.48E
1978-03-01,23.646,0.45899999999999996,Chittaurgarh,India,24.92N,74.48E
1978-04-01,30.129,0.5770000000000001,Chittaurgarh,India,24.92N,74.48E
1978-05-01,34.702,0.392,Chittaurgarh,India,24.92N,74.48E
1978-06-01,31.767,0.41700000000000004,Chittaurgarh,India,24.92N,74.48E
1978-07-01,26.98,0.27,Chittaurgarh,India,24.92N,74.48E
1978-08-01,26.468000000000004,0.305,Chittaurgarh,India,24.92N,74.48E
1978-09-01,27.089000000000002,0.28600000000000003,Chittaurgarh,India,24.92N,74.48E
1978-10-01,26.201999999999998,0.215,Chittaurgarh,India,24.92N,74.48E
1978-11-01,22.705,0.319,Chittaurgarh,India,24.92N,74.48E
1978-12-01,17.709,0.36200000000000004,Chittaurgarh,India,24.92N,74.48E
1979-01-01,17.329,0.22699999999999998,Chittaurgarh,India,24.92N,74.48E
1979-02-01,18.398000000000003,0.35,Chittaurgarh,India,24.92N,74.48E
1979-03-01,23.49,0.41100000000000003,Chittaurgarh,India,24.92N,74.48E
1979-04-01,30.403,0.565,Chittaurgarh,India,24.92N,74.48E
1979-05-01,31.926,0.552,Chittaurgarh,India,24.92N,74.48E
1979-06-01,33.129,0.48200000000000004,Chittaurgarh,India,24.92N,74.48E
1979-07-01,28.879,0.332,Chittaurgarh,India,24.92N,74.48E
1979-08-01,26.752,0.461,Chittaurgarh,India,24.92N,74.48E
1979-09-01,28.304000000000002,0.35100000000000003,Chittaurgarh,India,24.92N,74.48E
1979-10-01,26.697,0.35,Chittaurgarh,India,24.92N,74.48E
1979-11-01,23.123,0.71,Chittaurgarh,India,24.92N,74.48E
1979-12-01,18.495,0.353,Chittaurgarh,India,24.92N,74.48E
1980-01-01,16.930999999999994,0.382,Chittaurgarh,India,24.92N,74.48E
1980-02-01,20.436,0.47600000000000003,Chittaurgarh,India,24.92N,74.48E
1980-03-01,24.791,0.25,Chittaurgarh,India,24.92N,74.48E
1980-04-01,31.787000000000006,0.28600000000000003,Chittaurgarh,India,24.92N,74.48E
1980-05-01,34.474000000000004,0.267,Chittaurgarh,India,24.92N,74.48E
1980-06-01,32.02,0.6829999999999999,Chittaurgarh,India,24.92N,74.48E
1980-07-01,28.241,0.456,Chittaurgarh,India,24.92N,74.48E
1980-08-01,27.374000000000002,0.29600000000000004,Chittaurgarh,India,24.92N,74.48E
1980-09-01,28.255,0.318,Chittaurgarh,India,24.92N,74.48E
1980-10-01,26.936,0.765,Chittaurgarh,India,24.92N,74.48E
1980-11-01,22.136000000000006,0.866,Chittaurgarh,India,24.92N,74.48E
1980-12-01,17.243000000000002,0.622,Chittaurgarh,India,24.92N,74.48E
1981-01-01,16.837,0.585,Chittaurgarh,India,24.92N,74.48E
1981-02-01,20.275,0.353,Chittaurgarh,India,24.92N,74.48E
1981-03-01,24.515,0.188,Chittaurgarh,India,24.92N,74.48E
1981-04-01,30.756,0.251,Chittaurgarh,India,24.92N,74.48E
1981-05-01,33.76,0.424,Chittaurgarh,India,24.92N,74.48E
1981-06-01,33.714,0.48,Chittaurgarh,India,24.92N,74.48E
1981-07-01,28.016,0.221,Chittaurgarh,India,24.92N,74.48E
1981-08-01,26.837,0.359,Chittaurgarh,India,24.92N,74.48E
1981-09-01,28.467,0.392,Chittaurgarh,India,24.92N,74.48E
1981-10-01,26.403,0.316,Chittaurgarh,India,24.92N,74.48E
1981-11-01,20.258000000000006,0.33,Chittaurgarh,India,24.92N,74.48E
1981-12-01,17.590999999999998,0.179,Chittaurgarh,India,24.92N,74.48E
1982-01-01,17.252,0.179,Chittaurgarh,India,24.92N,74.48E
1982-02-01,18.462000000000003,0.239,Chittaurgarh,India,24.92N,74.48E
1982-03-01,23.008000000000003,0.361,Chittaurgarh,India,24.92N,74.48E
1982-04-01,29.076,0.39,Chittaurgarh,India,24.92N,74.48E
1982-05-01,31.17,0.42700000000000005,Chittaurgarh,India,24.92N,74.48E
1982-06-01,32.741,0.384,Chittaurgarh,India,24.92N,74.48E
1982-07-01,29.485,0.259,Chittaurgarh,India,24.92N,74.48E
1982-08-01,26.855,0.204,Chittaurgarh,India,24.92N,74.48E
1982-09-01,28.02,0.521,Chittaurgarh,India,24.92N,74.48E
1982-10-01,27.128,0.376,Chittaurgarh,India,24.92N,74.48E
1982-11-01,21.633000000000006,0.307,Chittaurgarh,India,24.92N,74.48E
1982-12-01,18.422,0.428,Chittaurgarh,India,24.92N,74.48E
1983-01-01,16.301,0.561,Chittaurgarh,India,24.92N,74.48E
1983-02-01,18.248,0.595,Chittaurgarh,India,24.92N,74.48E
1983-03-01,23.88,0.414,Chittaurgarh,India,24.92N,74.48E
1983-04-01,27.410999999999998,0.625,Chittaurgarh,India,24.92N,74.48E
1983-05-01,32.782000000000004,0.5820000000000001,Chittaurgarh,India,24.92N,74.48E
1983-06-01,32.423,0.24100000000000002,Chittaurgarh,India,24.92N,74.48E
1983-07-01,28.856,0.506,Chittaurgarh,India,24.92N,74.48E
1983-08-01,27.218000000000004,0.22899999999999998,Chittaurgarh,India,24.92N,74.48E
1983-09-01,27.886,0.384,Chittaurgarh,India,24.92N,74.48E
1983-10-01,25.144,0.37,Chittaurgarh,India,24.92N,74.48E
1983-11-01,20.017000000000003,0.809,Chittaurgarh,India,24.92N,74.48E
1983-12-01,17.111,0.392,Chittaurgarh,India,24.92N,74.48E
1984-01-01,15.848999999999998,0.23399999999999999,Chittaurgarh,India,24.92N,74.48E
1984-02-01,17.110000000000007,0.354,Chittaurgarh,India,24.92N,74.48E
1984-03-01,26.12,0.308,Chittaurgarh,India,24.92N,74.48E
1984-04-01,30.752,0.207,Chittaurgarh,India,24.92N,74.48E
1984-05-01,34.841,0.428,Chittaurgarh,India,24.92N,74.48E
1984-06-01,32.419000000000004,0.36,Chittaurgarh,India,24.92N,74.48E
1984-07-01,28.47,0.569,Chittaurgarh,India,24.92N,74.48E
1984-08-01,26.283,0.247,Chittaurgarh,India,24.92N,74.48E
1984-09-01,26.326,0.564,Chittaurgarh,India,24.92N,74.48E
1984-10-01,25.266,0.542,Chittaurgarh,India,24.92N,74.48E
1984-11-01,21.296000000000006,0.358,Chittaurgarh,India,24.92N,74.48E
1984-12-01,17.944000000000003,0.429,Chittaurgarh,India,24.92N,74.48E
1985-01-01,16.586,0.172,Chittaurgarh,India,24.92N,74.48E
1985-02-01,19.493,0.693,Chittaurgarh,India,24.92N,74.48E
1985-03-01,26.897,0.268,Chittaurgarh,India,24.92N,74.48E
1985-04-01,30.334000000000003,0.546,Chittaurgarh,India,24.92N,74.48E
1985-05-01,34.297000000000004,0.215,Chittaurgarh,India,24.92N,74.48E
1985-06-01,32.562,0.57,Chittaurgarh,India,24.92N,74.48E
1985-07-01,28.558000000000003,0.309,Chittaurgarh,India,24.92N,74.48E
1985-08-01,26.583000000000002,0.5,Chittaurgarh,India,24.92N,74.48E
1985-09-01,27.839000000000002,0.322,Chittaurgarh,India,24.92N,74.48E
1985-10-01,24.877,0.29100000000000004,Chittaurgarh,India,24.92N,74.48E
1985-11-01,22.436999999999998,0.779,Chittaurgarh,India,24.92N,74.48E
1985-12-01,18.666,0.31,Chittaurgarh,India,24.92N,74.48E
1986-01-01,16.782,0.68,Chittaurgarh,India,24.92N,74.48E
1986-02-01,18.707,0.605,Chittaurgarh,India,24.92N,74.48E
1986-03-01,24.838,0.479,Chittaurgarh,India,24.92N,74.48E
1986-04-01,30.555000000000003,0.314,Chittaurgarh,India,24.92N,74.48E
1986-05-01,33.038000000000004,0.391,Chittaurgarh,India,24.92N,74.48E
1986-06-01,32.3,0.625,Chittaurgarh,India,24.92N,74.48E
1986-07-01,28.101999999999997,0.516,Chittaurgarh,India,24.92N,74.48E
1986-08-01,26.489,0.344,Chittaurgarh,India,24.92N,74.48E
1986-09-01,28.215999999999998,0.2,Chittaurgarh,India,24.92N,74.48E
1986-10-01,26.590999999999998,0.45,Chittaurgarh,India,24.92N,74.48E
1986-11-01,22.531999999999996,0.39,Chittaurgarh,India,24.92N,74.48E
1986-12-01,16.512,0.258,Chittaurgarh,India,24.92N,74.48E
1987-01-01,17.271,0.445,Chittaurgarh,India,24.92N,74.48E
1987-02-01,20.545,0.276,Chittaurgarh,India,24.92N,74.48E
1987-03-01,25.678,0.20199999999999999,Chittaurgarh,India,24.92N,74.48E
1987-04-01,30.621,0.401,Chittaurgarh,India,24.92N,74.48E
1987-05-01,32.214,0.391,Chittaurgarh,India,24.92N,74.48E
1987-06-01,33.262,0.381,Chittaurgarh,India,24.92N,74.48E
1987-07-01,30.803,0.387,Chittaurgarh,India,24.92N,74.48E
1987-08-01,29.481,0.172,Chittaurgarh,India,24.92N,74.48E
1987-09-01,29.089000000000002,0.39899999999999997,Chittaurgarh,India,24.92N,74.48E
1987-10-01,27.63,0.237,Chittaurgarh,India,24.92N,74.48E
1987-11-01,22.508000000000006,0.243,Chittaurgarh,India,24.92N,74.48E
1987-12-01,17.941000000000006,0.479,Chittaurgarh,India,24.92N,74.48E
1988-01-01,18.257,0.5429999999999999,Chittaurgarh,India,24.92N,74.48E
1988-02-01,21.211,0.37200000000000005,Chittaurgarh,India,24.92N,74.48E
1988-03-01,24.835,0.618,Chittaurgarh,India,24.92N,74.48E
1988-04-01,31.498,0.184,Chittaurgarh,India,24.92N,74.48E
1988-05-01,35.189,0.444,Chittaurgarh,India,24.92N,74.48E
1988-06-01,32.758,0.418,Chittaurgarh,India,24.92N,74.48E
1988-07-01,28.055,0.25,Chittaurgarh,India,24.92N,74.48E
1988-08-01,27.284000000000002,0.177,Chittaurgarh,India,24.92N,74.48E
1988-09-01,28.718000000000004,0.32,Chittaurgarh,India,24.92N,74.48E
1988-10-01,26.116,0.22899999999999998,Chittaurgarh,India,24.92N,74.48E
1988-11-01,21.768,0.369,Chittaurgarh,India,24.92N,74.48E
1988-12-01,18.441000000000006,0.316,Chittaurgarh,India,24.92N,74.48E
1989-01-01,16.07,0.298,Chittaurgarh,India,24.92N,74.48E
1989-02-01,19.254,0.254,Chittaurgarh,India,24.92N,74.48E
1989-03-01,24.383000000000003,0.389,Chittaurgarh,India,24.92N,74.48E
1989-04-01,29.166,0.884,Chittaurgarh,India,24.92N,74.48E
1989-05-01,33.922000000000004,0.35600000000000004,Chittaurgarh,India,24.92N,74.48E
1989-06-01,31.606,0.418,Chittaurgarh,India,24.92N,74.48E
1989-07-01,28.644000000000002,0.294,Chittaurgarh,India,24.92N,74.48E
1989-08-01,27.115,0.491,Chittaurgarh,India,24.92N,74.48E
1989-09-01,27.986,0.381,Chittaurgarh,India,24.92N,74.48E
1989-10-01,26.428,0.371,Chittaurgarh,India,24.92N,74.48E
1989-11-01,22.819000000000006,0.23,Chittaurgarh,India,24.92N,74.48E
1989-12-01,17.726,0.655,Chittaurgarh,India,24.92N,74.48E
1990-01-01,18.715,0.7290000000000001,Chittaurgarh,India,24.92N,74.48E
1990-02-01,19.422,0.308,Chittaurgarh,India,24.92N,74.48E
1990-03-01,23.582,0.596,Chittaurgarh,India,24.92N,74.48E
1990-04-01,30.305999999999997,0.18600000000000003,Chittaurgarh,India,24.92N,74.48E
1990-05-01,33.431999999999995,0.26,Chittaurgarh,India,24.92N,74.48E
1990-06-01,32.013000000000005,0.153,Chittaurgarh,India,24.92N,74.48E
1990-07-01,27.707,0.24,Chittaurgarh,India,24.92N,74.48E
1990-08-01,27.161,0.355,Chittaurgarh,India,24.92N,74.48E
1990-09-01,26.844,0.28300000000000003,Chittaurgarh,India,24.92N,74.48E
1990-10-01,25.436,0.608,Chittaurgarh,India,24.92N,74.48E
1990-11-01,22.34,0.65,Chittaurgarh,India,24.92N,74.48E
1990-12-01,17.961000000000006,0.252,Chittaurgarh,India,24.92N,74.48E
1991-01-01,16.195999999999998,0.174,Chittaurgarh,India,24.92N,74.48E
1991-02-01,19.671000000000006,0.301,Chittaurgarh,India,24.92N,74.48E
1991-03-01,25.229,0.306,Chittaurgarh,India,24.92N,74.48E
1991-04-01,29.298,0.293,Chittaurgarh,India,24.92N,74.48E
1991-05-01,33.969,0.405,Chittaurgarh,India,24.92N,74.48E
1991-06-01,33.465,0.35100000000000003,Chittaurgarh,India,24.92N,74.48E
1991-07-01,29.702,0.381,Chittaurgarh,India,24.92N,74.48E
1991-08-01,27.087,0.32299999999999995,Chittaurgarh,India,24.92N,74.48E
1991-09-01,27.313000000000002,0.445,Chittaurgarh,India,24.92N,74.48E
1991-10-01,25.701,0.426,Chittaurgarh,India,24.92N,74.48E
1991-11-01,21.143,0.76,Chittaurgarh,India,24.92N,74.48E
1991-12-01,18.028,0.374,Chittaurgarh,India,24.92N,74.48E
1992-01-01,17.023999999999994,0.25,Chittaurgarh,India,24.92N,74.48E
1992-02-01,18.589,0.368,Chittaurgarh,India,24.92N,74.48E
1992-03-01,24.835,0.401,Chittaurgarh,India,24.92N,74.48E
1992-04-01,29.095,0.294,Chittaurgarh,India,24.92N,74.48E
1992-05-01,33.524,0.19699999999999998,Chittaurgarh,India,24.92N,74.48E
1992-06-01,34.056,0.39299999999999996,Chittaurgarh,India,24.92N,74.48E
1992-07-01,29.506,0.365,Chittaurgarh,India,24.92N,74.48E
1992-08-01,26.956,0.14300000000000002,Chittaurgarh,India,24.92N,74.48E
1992-09-01,26.394000000000002,0.436,Chittaurgarh,India,24.92N,74.48E
1992-10-01,25.535,0.27899999999999997,Chittaurgarh,India,24.92N,74.48E
1992-11-01,21.16,0.379,Chittaurgarh,India,24.92N,74.48E
1992-12-01,18.783,0.293,Chittaurgarh,India,24.92N,74.48E
1993-01-01,17.54,0.317,Chittaurgarh,India,24.92N,74.48E
1993-02-01,20.624,0.255,Chittaurgarh,India,24.92N,74.48E
1993-03-01,23.669,0.35700000000000004,Chittaurgarh,India,24.92N,74.48E
1993-04-01,30.025,0.235,Chittaurgarh,India,24.92N,74.48E
1993-05-01,34.655,0.49,Chittaurgarh,India,24.92N,74.48E
1993-06-01,32.648,0.56,Chittaurgarh,India,24.92N,74.48E
1993-07-01,28.392,0.6459999999999999,Chittaurgarh,India,24.92N,74.48E
1993-08-01,28.316999999999997,0.165,Chittaurgarh,India,24.92N,74.48E
1993-09-01,27.376,0.282,Chittaurgarh,India,24.92N,74.48E
1993-10-01,26.943,0.41,Chittaurgarh,India,24.92N,74.48E
1993-11-01,22.587,0.115,Chittaurgarh,India,24.92N,74.48E
1993-12-01,18.467,0.381,Chittaurgarh,India,24.92N,74.48E
1994-01-01,18.147000000000002,0.38799999999999996,Chittaurgarh,India,24.92N,74.48E
1994-02-01,19.002,0.327,Chittaurgarh,India,24.92N,74.48E
1994-03-01,26.547,0.25,Chittaurgarh,India,24.92N,74.48E
1994-04-01,29.166999999999998,0.34,Chittaurgarh,India,24.92N,74.48E
1994-05-01,34.565000000000005,0.214,Chittaurgarh,India,24.92N,74.48E
1994-06-01,32.120999999999995,0.23600000000000002,Chittaurgarh,India,24.92N,74.48E
1994-07-01,27.092,0.358,Chittaurgarh,India,24.92N,74.48E
1994-08-01,26.247,0.36700000000000005,Chittaurgarh,India,24.92N,74.48E
1994-09-01,26.153000000000002,0.391,Chittaurgarh,India,24.92N,74.48E
1994-10-01,25.515,0.313,Chittaurgarh,India,24.92N,74.48E
1994-11-01,21.819000000000006,0.41700000000000004,Chittaurgarh,India,24.92N,74.48E
1994-12-01,17.939,0.315,Chittaurgarh,India,24.92N,74.48E
1995-01-01,15.805,0.41200000000000003,Chittaurgarh,India,24.92N,74.48E
1995-02-01,19.738000000000003,0.276,Chittaurgarh,India,24.92N,74.48E
1995-03-01,23.482,0.441,Chittaurgarh,India,24.92N,74.48E
1995-04-01,29.529,0.42200000000000004,Chittaurgarh,India,24.92N,74.48E
1995-05-01,34.054,0.32799999999999996,Chittaurgarh,India,24.92N,74.48E
1995-06-01,34.464,0.33,Chittaurgarh,India,24.92N,74.48E
1995-07-01,29.153000000000002,0.237,Chittaurgarh,India,24.92N,74.48E
1995-08-01,27.267,0.226,Chittaurgarh,India,24.92N,74.48E
1995-09-01,28.168000000000003,0.21100000000000002,Chittaurgarh,India,24.92N,74.48E
1995-10-01,27.225,0.18100000000000002,Chittaurgarh,India,24.92N,74.48E
1995-11-01,21.651999999999997,0.415,Chittaurgarh,India,24.92N,74.48E
1995-12-01,18.367,0.198,Chittaurgarh,India,24.92N,74.48E
1996-01-01,16.974,0.332,Chittaurgarh,India,24.92N,74.48E
1996-02-01,20.163,0.325,Chittaurgarh,India,24.92N,74.48E
1996-03-01,26.721,0.184,Chittaurgarh,India,24.92N,74.48E
1996-04-01,30.024,0.284,Chittaurgarh,India,24.92N,74.48E
1996-05-01,33.29,0.266,Chittaurgarh,India,24.92N,74.48E
1996-06-01,32.321,0.557,Chittaurgarh,India,24.92N,74.48E
1996-07-01,28.959,0.297,Chittaurgarh,India,24.92N,74.48E
1996-08-01,26.291,0.43700000000000006,Chittaurgarh,India,24.92N,74.48E
1996-09-01,27.379,0.29600000000000004,Chittaurgarh,India,24.92N,74.48E
1996-10-01,25.753,0.34,Chittaurgarh,India,24.92N,74.48E
1996-11-01,21.114,0.7040000000000001,Chittaurgarh,India,24.92N,74.48E
1996-12-01,17.546,0.49,Chittaurgarh,India,24.92N,74.48E
1997-01-01,16.148999999999994,0.306,Chittaurgarh,India,24.92N,74.48E
1997-02-01,19.355999999999998,0.27899999999999997,Chittaurgarh,India,24.92N,74.48E
1997-03-01,24.862,0.365,Chittaurgarh,India,24.92N,74.48E
1997-04-01,28.238000000000003,0.429,Chittaurgarh,India,24.92N,74.48E
1997-05-01,31.688,0.43799999999999994,Chittaurgarh,India,24.92N,74.48E
1997-06-01,30.412,0.45,Chittaurgarh,India,24.92N,74.48E
1997-07-01,28.906999999999996,0.18600000000000003,Chittaurgarh,India,24.92N,74.48E
1997-08-01,27.068,0.654,Chittaurgarh,India,24.92N,74.48E
1997-09-01,27.393,0.56,Chittaurgarh,India,24.92N,74.48E
1997-10-01,23.998,0.583,Chittaurgarh,India,24.92N,74.48E
1997-11-01,21.844,0.28600000000000003,Chittaurgarh,India,24.92N,74.48E
1997-12-01,15.940999999999999,0.547,Chittaurgarh,India,24.92N,74.48E
1998-01-01,16.811999999999998,0.27,Chittaurgarh,India,24.92N,74.48E
1998-02-01,19.539,0.233,Chittaurgarh,India,24.92N,74.48E
1998-03-01,24.084,0.39,Chittaurgarh,India,24.92N,74.48E
1998-04-01,31.122,0.322,Chittaurgarh,India,24.92N,74.48E
1998-05-01,34.921,0.142,Chittaurgarh,India,24.92N,74.48E
1998-06-01,33.026,0.171,Chittaurgarh,India,24.92N,74.48E
1998-07-01,28.828000000000003,0.27399999999999997,Chittaurgarh,India,24.92N,74.48E
1998-08-01,28.667,0.26899999999999996,Chittaurgarh,India,24.92N,74.48E
1998-09-01,28.108,0.191,Chittaurgarh,India,24.92N,74.48E
1998-10-01,26.302,0.21,Chittaurgarh,India,24.92N,74.48E
1998-11-01,22.087,0.43700000000000006,Chittaurgarh,India,24.92N,74.48E
1998-12-01,18.558,0.47600000000000003,Chittaurgarh,India,24.92N,74.48E
1999-01-01,16.355999999999998,0.28800000000000003,Chittaurgarh,India,24.92N,74.48E
1999-02-01,20.312,0.502,Chittaurgarh,India,24.92N,74.48E
1999-03-01,25.493000000000002,0.308,Chittaurgarh,India,24.92N,74.48E
1999-04-01,31.612,0.287,Chittaurgarh,India,24.92N,74.48E
1999-05-01,33.716,0.146,Chittaurgarh,India,24.92N,74.48E
1999-06-01,31.621,0.276,Chittaurgarh,India,24.92N,74.48E
1999-07-01,28.931,0.348,Chittaurgarh,India,24.92N,74.48E
1999-08-01,27.216,0.505,Chittaurgarh,India,24.92N,74.48E
1999-09-01,28.144000000000002,0.355,Chittaurgarh,India,24.92N,74.48E
1999-10-01,25.949,0.35200000000000004,Chittaurgarh,India,24.92N,74.48E
1999-11-01,22.916,0.171,Chittaurgarh,India,24.92N,74.48E
1999-12-01,17.787,0.33399999999999996,Chittaurgarh,India,24.92N,74.48E
2000-01-01,17.746,0.251,Chittaurgarh,India,24.92N,74.48E
2000-02-01,18.237,0.332,Chittaurgarh,India,24.92N,74.48E
2000-03-01,24.483,0.20600000000000002,Chittaurgarh,India,24.92N,74.48E
2000-04-01,32.073,0.397,Chittaurgarh,India,24.92N,74.48E
2000-05-01,33.225,0.341,Chittaurgarh,India,24.92N,74.48E
2000-06-01,32.348,0.22,Chittaurgarh,India,24.92N,74.48E
2000-07-01,28.034000000000002,0.335,Chittaurgarh,India,24.92N,74.48E
2000-08-01,28.009,0.34299999999999997,Chittaurgarh,India,24.92N,74.48E
2000-09-01,28.153000000000002,0.244,Chittaurgarh,India,24.92N,74.48E
2000-10-01,27.953000000000003,0.376,Chittaurgarh,India,24.92N,74.48E
2000-11-01,23.131,0.505,Chittaurgarh,India,24.92N,74.48E
2000-12-01,18.657,0.272,Chittaurgarh,India,24.92N,74.48E
2001-01-01,16.709999999999994,0.455,Chittaurgarh,India,24.92N,74.48E
2001-02-01,20.386000000000006,0.425,Chittaurgarh,India,24.92N,74.48E
2001-03-01,25.406,0.287,Chittaurgarh,India,24.92N,74.48E
2001-04-01,30.039,0.381,Chittaurgarh,India,24.92N,74.48E
2001-05-01,33.603,0.47700000000000004,Chittaurgarh,India,24.92N,74.48E
2001-06-01,30.425,0.505,Chittaurgarh,India,24.92N,74.48E
2001-07-01,26.931,0.373,Chittaurgarh,India,24.92N,74.48E
2001-08-01,27.287,0.35600000000000004,Chittaurgarh,India,24.92N,74.48E
2001-09-01,28.848000000000003,0.4,Chittaurgarh,India,24.92N,74.48E
2001-10-01,27.276999999999997,0.217,Chittaurgarh,India,24.92N,74.48E
2001-11-01,22.592,0.27699999999999997,Chittaurgarh,India,24.92N,74.48E
2001-12-01,18.997,0.467,Chittaurgarh,India,24.92N,74.48E
2002-01-01,16.694000000000003,0.42200000000000004,Chittaurgarh,India,24.92N,74.48E
2002-02-01,19.447000000000006,0.205,Chittaurgarh,India,24.92N,74.48E
2002-03-01,25.916,0.305,Chittaurgarh,India,24.92N,74.48E
2002-04-01,31.728,0.18899999999999997,Chittaurgarh,India,24.92N,74.48E
2002-05-01,35.005,0.36700000000000005,Chittaurgarh,India,24.92N,74.48E
2002-06-01,32.981,0.195,Chittaurgarh,India,24.92N,74.48E
2002-07-01,30.06,0.634,Chittaurgarh,India,24.92N,74.48E
2002-08-01,27.737,0.36200000000000004,Chittaurgarh,India,24.92N,74.48E
2002-09-01,28.194000000000003,0.557,Chittaurgarh,India,24.92N,74.48E
2002-10-01,27.769,0.247,Chittaurgarh,India,24.92N,74.48E
2002-11-01,22.949,0.396,Chittaurgarh,India,24.92N,74.48E
2002-12-01,19.735,0.672,Chittaurgarh,India,24.92N,74.48E
2003-01-01,17.061999999999998,0.42100000000000004,Chittaurgarh,India,24.92N,74.48E
2003-02-01,20.146,0.335,Chittaurgarh,India,24.92N,74.48E
2003-03-01,25.45,0.222,Chittaurgarh,India,24.92N,74.48E
2003-04-01,31.504,0.23600000000000002,Chittaurgarh,India,24.92N,74.48E
2003-05-01,33.916000000000004,0.217,Chittaurgarh,India,24.92N,74.48E
2003-06-01,32.759,0.5589999999999999,Chittaurgarh,India,24.92N,74.48E
2003-07-01,28.287,0.7170000000000001,Chittaurgarh,India,24.92N,74.48E
2003-08-01,27.158,0.384,Chittaurgarh,India,24.92N,74.48E
2003-09-01,26.941999999999997,0.337,Chittaurgarh,India,24.92N,74.48E
2003-10-01,25.974,0.326,Chittaurgarh,India,24.92N,74.48E
