dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2010-06-01,17.538999999999998,0.258,Öskemen,Kazakhstan,50.63N,82.39E
2010-07-01,16.954,0.349,Öskemen,Kazakhstan,50.63N,82.39E
2010-08-01,16.881,0.325,Öskemen,Kazakhstan,50.63N,82.39E
2010-09-01,11.142,0.439,Öskemen,Kazakhstan,50.63N,82.39E
2010-10-01,4.44,0.37,Öskemen,Kazakhstan,50.63N,82.39E
2010-11-01,-0.968,0.504,Öskemen,Kazakhstan,50.63N,82.39E
2010-12-01,-15.404000000000002,0.499,Öskemen,Kazakhstan,50.63N,82.39E
2011-01-01,-23.927,0.634,Öskemen,Kazakhstan,50.63N,82.39E
2011-02-01,-14.120999999999999,0.47200000000000003,Öskemen,Kazakhstan,50.63N,82.39E
2011-03-01,-9.451,0.424,Öskemen,Kazakhstan,50.63N,82.39E
2011-04-01,7.294,0.27399999999999997,Öskemen,Kazakhstan,50.63N,82.39E
2011-05-01,11.847000000000001,0.42,Öskemen,Kazakhstan,50.63N,82.39E
2011-06-01,18.737000000000002,0.6559999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2011-07-01,18.282,0.22399999999999998,Öskemen,Kazakhstan,50.63N,82.39E
2011-08-01,17.137,0.314,Öskemen,Kazakhstan,50.63N,82.39E
2011-09-01,11.995,0.327,Öskemen,Kazakhstan,50.63N,82.39E
2011-10-01,5.715,0.266,Öskemen,Kazakhstan,50.63N,82.39E
2011-11-01,-7.422000000000001,0.306,Öskemen,Kazakhstan,50.63N,82.39E
2011-12-01,-14.672,0.502,Öskemen,Kazakhstan,50.63N,82.39E
2012-01-01,-21.626,0.9329999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2012-02-01,-22.101,1.38,Öskemen,Kazakhstan,50.63N,82.39E
2012-03-01,-6.715999999999998,0.747,Öskemen,Kazakhstan,50.63N,82.39E
2012-04-01,7.9639999999999995,0.226,Öskemen,Kazakhstan,50.63N,82.39E
2012-05-01,12.380999999999998,0.303,Öskemen,Kazakhstan,50.63N,82.39E
2012-06-01,19.987000000000002,0.402,Öskemen,Kazakhstan,50.63N,82.39E
2012-07-01,20.244,0.47,Öskemen,Kazakhstan,50.63N,82.39E
2012-08-01,17.489,0.6709999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2012-09-01,12.713,0.365,Öskemen,Kazakhstan,50.63N,82.39E
2012-10-01,3.968,0.478,Öskemen,Kazakhstan,50.63N,82.39E
2012-11-01,-6.513999999999999,1.014,Öskemen,Kazakhstan,50.63N,82.39E
2012-12-01,-21.321,3.648,Öskemen,Kazakhstan,50.63N,82.39E
2013-01-01,-12.439999999999998,0.665,Öskemen,Kazakhstan,50.63N,82.39E
2013-02-01,-14.449000000000002,0.9570000000000001,Öskemen,Kazakhstan,50.63N,82.39E
2013-03-01,-2.3039999999999994,0.5529999999999999,Öskemen,Kazakhstan,50.63N,82.39E
2013-04-01,5.718,0.517,Öskemen,Kazakhstan,50.63N,82.39E
2013-05-01,10.061,0.57,Öskemen,Kazakhstan,50.63N,82.39E
2013-06-01,15.592,0.528,Öskemen,Kazakhstan,50.63N,82.39E
2013-07-01,17.727,0.579,Öskemen,Kazakhstan,50.63N,82.39E
2013-08-01,16.859,0.785,Öskemen,Kazakhstan,50.63N,82.39E
2013-09-01,,,Öskemen,Kazakhstan,50.63N,82.39E
1820-08-01,20.146,2.286,Ürümqi,China,44.20N,87.20E
1820-09-01,15.331,1.775,Ürümqi,China,44.20N,87.20E
1820-10-01,5.256,1.848,Ürümqi,China,44.20N,87.20E
1820-11-01,-4.956,2.19,Ürümqi,China,44.20N,87.20E
1820-12-01,-14.118,2.5810000000000004,Ürümqi,China,44.20N,87.20E
1821-01-01,-14.595999999999998,2.475,Ürümqi,China,44.20N,87.20E
1821-02-01,-10.454999999999998,2.6039999999999996,Ürümqi,China,44.20N,87.20E
1821-03-01,-1.489,2.213,Ürümqi,China,44.20N,87.20E
1821-04-01,8.867,2.334,Ürümqi,China,44.20N,87.20E
1821-05-01,16.936,1.8969999999999998,Ürümqi,China,44.20N,87.20E
1821-06-01,20.327,1.8869999999999998,Ürümqi,China,44.20N,87.20E
1821-07-01,22.471,1.986,Ürümqi,China,44.20N,87.20E
1821-08-01,21.693,1.564,Ürümqi,China,44.20N,87.20E
1821-09-01,14.072000000000001,1.916,Ürümqi,China,44.20N,87.20E
1821-10-01,6.03,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1821-11-01,-3.1919999999999997,2.855,Ürümqi,China,44.20N,87.20E
1821-12-01,-12.556,2.648,Ürümqi,China,44.20N,87.20E
1822-01-01,-16.11,2.536,Ürümqi,China,44.20N,87.20E
1822-02-01,-10.876,2.612,Ürümqi,China,44.20N,87.20E
1822-03-01,1.0699999999999998,2.574,Ürümqi,China,44.20N,87.20E
1822-04-01,9.48,2.31,Ürümqi,China,44.20N,87.20E
1822-05-01,16.438,1.956,Ürümqi,China,44.20N,87.20E
1822-06-01,21.135,1.595,Ürümqi,China,44.20N,87.20E
1822-07-01,23.68,1.5859999999999999,Ürümqi,China,44.20N,87.20E
1822-08-01,21.543000000000003,1.838,Ürümqi,China,44.20N,87.20E
1822-09-01,14.864,1.768,Ürümqi,China,44.20N,87.20E
1822-10-01,5.699,1.824,Ürümqi,China,44.20N,87.20E
1822-11-01,-4.666,2.309,Ürümqi,China,44.20N,87.20E
1822-12-01,-14.27,2.952,Ürümqi,China,44.20N,87.20E
1823-01-01,-16.878,2.3040000000000003,Ürümqi,China,44.20N,87.20E
1823-02-01,-13.145,2.681,Ürümqi,China,44.20N,87.20E
1823-03-01,-2.387,2.4090000000000003,Ürümqi,China,44.20N,87.20E
1823-04-01,8.557,2.5140000000000002,Ürümqi,China,44.20N,87.20E
1823-05-01,16.198,2.042,Ürümqi,China,44.20N,87.20E
1823-06-01,21.971,2.0909999999999997,Ürümqi,China,44.20N,87.20E
1823-07-01,23.596,1.556,Ürümqi,China,44.20N,87.20E
1823-08-01,21.215999999999998,1.59,Ürümqi,China,44.20N,87.20E
1823-09-01,14.158,1.629,Ürümqi,China,44.20N,87.20E
1823-10-01,5.074,1.96,Ürümqi,China,44.20N,87.20E
1823-11-01,-4.218999999999999,2.332,Ürümqi,China,44.20N,87.20E
1823-12-01,-13.285,2.679,Ürümqi,China,44.20N,87.20E
1824-01-01,-15.773,2.336,Ürümqi,China,44.20N,87.20E
1824-02-01,-12.119000000000002,2.487,Ürümqi,China,44.20N,87.20E
1824-03-01,-1.85,2.502,Ürümqi,China,44.20N,87.20E
1824-04-01,9.48,2.6289999999999996,Ürümqi,China,44.20N,87.20E
1824-05-01,17.142,2.289,Ürümqi,China,44.20N,87.20E
1824-06-01,21.523000000000003,2.677,Ürümqi,China,44.20N,87.20E
1824-07-01,24.079,2.949,Ürümqi,China,44.20N,87.20E
1824-08-01,21.746,1.758,Ürümqi,China,44.20N,87.20E
1824-09-01,15.453,1.8259999999999998,Ürümqi,China,44.20N,87.20E
1824-10-01,6.122999999999999,1.8940000000000001,Ürümqi,China,44.20N,87.20E
1824-11-01,-2.861,2.329,Ürümqi,China,44.20N,87.20E
1824-12-01,-9.537,2.765,Ürümqi,China,44.20N,87.20E
1825-01-01,-14.574000000000002,2.42,Ürümqi,China,44.20N,87.20E
1825-02-01,-12.431,2.5669999999999997,Ürümqi,China,44.20N,87.20E
1825-03-01,-2.209,2.532,Ürümqi,China,44.20N,87.20E
1825-04-01,9.753,2.721,Ürümqi,China,44.20N,87.20E
1825-05-01,17.031,1.9709999999999999,Ürümqi,China,44.20N,87.20E
1825-06-01,22.288,1.646,Ürümqi,China,44.20N,87.20E
1825-07-01,22.918000000000003,1.798,Ürümqi,China,44.20N,87.20E
1825-08-01,21.255,1.6480000000000001,Ürümqi,China,44.20N,87.20E
1825-09-01,15.079,1.848,Ürümqi,China,44.20N,87.20E
1825-10-01,5.877000000000002,2.076,Ürümqi,China,44.20N,87.20E
1825-11-01,-2.197,2.511,Ürümqi,China,44.20N,87.20E
1825-12-01,-12.505,2.625,Ürümqi,China,44.20N,87.20E
1826-01-01,-16.518,2.405,Ürümqi,China,44.20N,87.20E
1826-02-01,-14.15,2.707,Ürümqi,China,44.20N,87.20E
1826-03-01,-2.515,2.428,Ürümqi,China,44.20N,87.20E
1826-04-01,9.235,2.972,Ürümqi,China,44.20N,87.20E
1826-05-01,17.68,2.021,Ürümqi,China,44.20N,87.20E
1826-06-01,21.752,1.7309999999999999,Ürümqi,China,44.20N,87.20E
1826-07-01,23.896,1.709,Ürümqi,China,44.20N,87.20E
1826-08-01,21.296,1.6219999999999999,Ürümqi,China,44.20N,87.20E
1826-09-01,15.135,2.109,Ürümqi,China,44.20N,87.20E
1826-10-01,6.422999999999999,2.201,Ürümqi,China,44.20N,87.20E
1826-11-01,-2.5200000000000005,2.285,Ürümqi,China,44.20N,87.20E
1826-12-01,-10.485999999999999,3.125,Ürümqi,China,44.20N,87.20E
1827-01-01,-14.525,3.0180000000000002,Ürümqi,China,44.20N,87.20E
1827-02-01,-11.118,2.4330000000000003,Ürümqi,China,44.20N,87.20E
1827-03-01,-0.595,2.365,Ürümqi,China,44.20N,87.20E
1827-04-01,9.988999999999999,3.188,Ürümqi,China,44.20N,87.20E
1827-05-01,17.675,2.659,Ürümqi,China,44.20N,87.20E
1827-06-01,22.234,1.733,Ürümqi,China,44.20N,87.20E
1827-07-01,24.326,1.696,Ürümqi,China,44.20N,87.20E
1827-08-01,21.909000000000002,1.556,Ürümqi,China,44.20N,87.20E
1827-09-01,15.085999999999999,1.686,Ürümqi,China,44.20N,87.20E
1827-10-01,6.422999999999999,1.824,Ürümqi,China,44.20N,87.20E
1827-11-01,-2.5130000000000003,2.285,Ürümqi,China,44.20N,87.20E
1827-12-01,-12.627,3.549,Ürümqi,China,44.20N,87.20E
1828-01-01,-18.293,3.04,Ürümqi,China,44.20N,87.20E
1828-02-01,-13.753,2.846,Ürümqi,China,44.20N,87.20E
1828-03-01,-1.568,2.826,Ürümqi,China,44.20N,87.20E
1828-04-01,9.083,2.603,Ürümqi,China,44.20N,87.20E
1828-05-01,16.523,2.136,Ürümqi,China,44.20N,87.20E
1828-06-01,21.874,2.228,Ürümqi,China,44.20N,87.20E
1828-07-01,24.171,1.859,Ürümqi,China,44.20N,87.20E
1828-08-01,21.933000000000003,1.7730000000000001,Ürümqi,China,44.20N,87.20E
1828-09-01,14.332,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1828-10-01,6.659,1.9709999999999999,Ürümqi,China,44.20N,87.20E
1828-11-01,-2.966,2.3819999999999997,Ürümqi,China,44.20N,87.20E
1828-12-01,-11.825,2.67,Ürümqi,China,44.20N,87.20E
1829-01-01,-16.201,2.432,Ürümqi,China,44.20N,87.20E
1829-02-01,-13.579999999999998,3.179,Ürümqi,China,44.20N,87.20E
1829-03-01,-2.267,2.495,Ürümqi,China,44.20N,87.20E
1829-04-01,8.191,2.115,Ürümqi,China,44.20N,87.20E
1829-05-01,16.794999999999998,2.438,Ürümqi,China,44.20N,87.20E
1829-06-01,20.863000000000003,2.175,Ürümqi,China,44.20N,87.20E
1829-07-01,23.691,1.945,Ürümqi,China,44.20N,87.20E
1829-08-01,21.518,1.7930000000000001,Ürümqi,China,44.20N,87.20E
1829-09-01,14.564,1.745,Ürümqi,China,44.20N,87.20E
1829-10-01,6.659,2.2769999999999997,Ürümqi,China,44.20N,87.20E
1829-11-01,-3.4730000000000003,2.392,Ürümqi,China,44.20N,87.20E
1829-12-01,-12.479,3.335,Ürümqi,China,44.20N,87.20E
1830-01-01,-14.614,2.737,Ürümqi,China,44.20N,87.20E
1830-02-01,-10.499,2.9789999999999996,Ürümqi,China,44.20N,87.20E
1830-03-01,-3.005,2.488,Ürümqi,China,44.20N,87.20E
1830-04-01,9.249,2.263,Ürümqi,China,44.20N,87.20E
1830-05-01,15.859000000000002,2.209,Ürümqi,China,44.20N,87.20E
1830-06-01,21.193,2.4019999999999997,Ürümqi,China,44.20N,87.20E
1830-07-01,24.851,2.2159999999999997,Ürümqi,China,44.20N,87.20E
1830-08-01,21.308000000000003,1.736,Ürümqi,China,44.20N,87.20E
1830-09-01,14.767000000000001,2.155,Ürümqi,China,44.20N,87.20E
1830-10-01,5.461,2.1959999999999997,Ürümqi,China,44.20N,87.20E
1830-11-01,-1.626,2.611,Ürümqi,China,44.20N,87.20E
1830-12-01,-10.748,2.957,Ürümqi,China,44.20N,87.20E
1831-01-01,-16.52,2.968,Ürümqi,China,44.20N,87.20E
1831-02-01,-15.015,3.077,Ürümqi,China,44.20N,87.20E
1831-03-01,-3.545,2.426,Ürümqi,China,44.20N,87.20E
1831-04-01,8.171000000000001,2.189,Ürümqi,China,44.20N,87.20E
1831-05-01,16.544999999999998,2.447,Ürümqi,China,44.20N,87.20E
1831-06-01,21.721999999999998,2.055,Ürümqi,China,44.20N,87.20E
1831-07-01,23.124000000000002,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1831-08-01,20.883000000000003,1.739,Ürümqi,China,44.20N,87.20E
1831-09-01,13.963,1.806,Ürümqi,China,44.20N,87.20E
1831-10-01,5.11,2.496,Ürümqi,China,44.20N,87.20E
1831-11-01,-5.11,2.968,Ürümqi,China,44.20N,87.20E
1831-12-01,-13.155,3.265,Ürümqi,China,44.20N,87.20E
1832-01-01,-17.676,2.7239999999999998,Ürümqi,China,44.20N,87.20E
1832-02-01,-14.021999999999998,2.66,Ürümqi,China,44.20N,87.20E
1832-03-01,-2.718,2.543,Ürümqi,China,44.20N,87.20E
1832-04-01,8.622,2.867,Ürümqi,China,44.20N,87.20E
1832-05-01,16.136,2.141,Ürümqi,China,44.20N,87.20E
1832-06-01,21.239,2.011,Ürümqi,China,44.20N,87.20E
1832-07-01,24.155,2.735,Ürümqi,China,44.20N,87.20E
1832-08-01,20.99,2.002,Ürümqi,China,44.20N,87.20E
1832-09-01,14.598,2.0180000000000002,Ürümqi,China,44.20N,87.20E
1832-10-01,,,Ürümqi,China,44.20N,87.20E
1832-11-01,-4.300000000000002,2.351,Ürümqi,China,44.20N,87.20E
1832-12-01,-14.642000000000001,2.952,Ürümqi,China,44.20N,87.20E
1833-01-01,-16.215999999999998,2.5180000000000002,Ürümqi,China,44.20N,87.20E
1833-02-01,-13.173,2.333,Ürümqi,China,44.20N,87.20E
1833-03-01,-3.994,2.359,Ürümqi,China,44.20N,87.20E
1833-04-01,7.711,2.0709999999999997,Ürümqi,China,44.20N,87.20E
1833-05-01,16.439,1.849,Ürümqi,China,44.20N,87.20E
1833-06-01,20.761999999999997,1.594,Ürümqi,China,44.20N,87.20E
1833-07-01,23.680999999999997,2.171,Ürümqi,China,44.20N,87.20E
1833-08-01,21.474,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1833-09-01,15.185,1.611,Ürümqi,China,44.20N,87.20E
1833-10-01,5.8740000000000006,1.882,Ürümqi,China,44.20N,87.20E
1833-11-01,-2.5410000000000004,2.6180000000000003,Ürümqi,China,44.20N,87.20E
1833-12-01,-12.432,2.9789999999999996,Ürümqi,China,44.20N,87.20E
1834-01-01,-19.169,2.7,Ürümqi,China,44.20N,87.20E
1834-02-01,-12.863,2.582,Ürümqi,China,44.20N,87.20E
1834-03-01,-0.72,2.2230000000000003,Ürümqi,China,44.20N,87.20E
1834-04-01,8.365,2.888,Ürümqi,China,44.20N,87.20E
1834-05-01,16.866,1.984,Ürümqi,China,44.20N,87.20E
1834-06-01,20.723000000000006,2.0669999999999997,Ürümqi,China,44.20N,87.20E
1834-07-01,23.831999999999997,1.64,Ürümqi,China,44.20N,87.20E
1834-08-01,21.125,1.6540000000000001,Ürümqi,China,44.20N,87.20E
1834-09-01,16.027,1.6969999999999998,Ürümqi,China,44.20N,87.20E
1834-10-01,6.38,1.8219999999999998,Ürümqi,China,44.20N,87.20E
1834-11-01,-1.6970000000000005,2.5,Ürümqi,China,44.20N,87.20E
1834-12-01,-11.434,2.42,Ürümqi,China,44.20N,87.20E
1835-01-01,-14.999,2.4530000000000003,Ürümqi,China,44.20N,87.20E
1835-02-01,-10.906,2.655,Ürümqi,China,44.20N,87.20E
1835-03-01,-3.7760000000000002,2.316,Ürümqi,China,44.20N,87.20E
1835-04-01,9.297,2.068,Ürümqi,China,44.20N,87.20E
1835-05-01,15.795,1.7990000000000002,Ürümqi,China,44.20N,87.20E
1835-06-01,19.602999999999998,1.686,Ürümqi,China,44.20N,87.20E
1835-07-01,22.109,1.6840000000000002,Ürümqi,China,44.20N,87.20E
1835-08-01,20.538,1.474,Ürümqi,China,44.20N,87.20E
1835-09-01,13.72,1.7369999999999999,Ürümqi,China,44.20N,87.20E
1835-10-01,4.85,2.0780000000000003,Ürümqi,China,44.20N,87.20E
1835-11-01,-4.681,2.355,Ürümqi,China,44.20N,87.20E
1835-12-01,-12.648,2.6719999999999997,Ürümqi,China,44.20N,87.20E
1836-01-01,-15.258,2.748,Ürümqi,China,44.20N,87.20E
1836-02-01,-13.032,2.445,Ürümqi,China,44.20N,87.20E
1836-03-01,-1.482,2.157,Ürümqi,China,44.20N,87.20E
1836-04-01,8.301,2.169,Ürümqi,China,44.20N,87.20E
1836-05-01,16.064,2.113,Ürümqi,China,44.20N,87.20E
1836-06-01,21.193,1.736,Ürümqi,China,44.20N,87.20E
1836-07-01,23.175,1.6969999999999998,Ürümqi,China,44.20N,87.20E
1836-08-01,21.736,2.0269999999999997,Ürümqi,China,44.20N,87.20E
1836-09-01,14.573,2.245,Ürümqi,China,44.20N,87.20E
1836-10-01,6.362,2.591,Ürümqi,China,44.20N,87.20E
1836-11-01,-6.247000000000001,2.4859999999999998,Ürümqi,China,44.20N,87.20E
1836-12-01,-11.620999999999999,2.6189999999999998,Ürümqi,China,44.20N,87.20E
1837-01-01,-16.25,2.491,Ürümqi,China,44.20N,87.20E
1837-02-01,-12.692,2.5669999999999997,Ürümqi,China,44.20N,87.20E
1837-03-01,-3.9360000000000004,2.403,Ürümqi,China,44.20N,87.20E
1837-04-01,6.432,2.231,Ürümqi,China,44.20N,87.20E
1837-05-01,16.340999999999998,2.434,Ürümqi,China,44.20N,87.20E
1837-06-01,20.581999999999997,1.876,Ürümqi,China,44.20N,87.20E
1837-07-01,24.04,1.8459999999999999,Ürümqi,China,44.20N,87.20E
1837-08-01,22.234,1.5730000000000002,Ürümqi,China,44.20N,87.20E
1837-09-01,15.072000000000001,1.629,Ürümqi,China,44.20N,87.20E
1837-10-01,5.933,1.65,Ürümqi,China,44.20N,87.20E
1837-11-01,-5.122000000000001,2.228,Ürümqi,China,44.20N,87.20E
1837-12-01,-11.79,2.546,Ürümqi,China,44.20N,87.20E
1838-01-01,-20.566999999999997,2.611,Ürümqi,China,44.20N,87.20E
1838-02-01,-13.154000000000002,2.36,Ürümqi,China,44.20N,87.20E
1838-03-01,-5.731,3.438,Ürümqi,China,44.20N,87.20E
1838-04-01,7.296000000000001,3.082,Ürümqi,China,44.20N,87.20E
1838-05-01,15.479000000000001,1.726,Ürümqi,China,44.20N,87.20E
1838-06-01,20.915,1.608,Ürümqi,China,44.20N,87.20E
1838-07-01,24.865,1.5130000000000001,Ürümqi,China,44.20N,87.20E
1838-08-01,21.755,2.237,Ürümqi,China,44.20N,87.20E
1838-09-01,13.699000000000002,3.319,Ürümqi,China,44.20N,87.20E
1838-10-01,7.051,1.5630000000000002,Ürümqi,China,44.20N,87.20E
1838-11-01,-3.665,2.07,Ürümqi,China,44.20N,87.20E
1838-12-01,-12.173,2.4219999999999997,Ürümqi,China,44.20N,87.20E
1839-01-01,-17.785999999999994,3.58,Ürümqi,China,44.20N,87.20E
1839-02-01,-11.028,2.474,Ürümqi,China,44.20N,87.20E
1839-03-01,-5.723,2.772,Ürümqi,China,44.20N,87.20E
1839-04-01,8.342,2.256,Ürümqi,China,44.20N,87.20E
1839-05-01,14.417,3.237,Ürümqi,China,44.20N,87.20E
1839-06-01,20.883000000000006,1.5830000000000002,Ürümqi,China,44.20N,87.20E
1839-07-01,24.17,1.61,Ürümqi,China,44.20N,87.20E
1839-08-01,21.305999999999997,2.931,Ürümqi,China,44.20N,87.20E
1839-09-01,15.529000000000002,1.485,Ürümqi,China,44.20N,87.20E
1839-10-01,4.886,3.202,Ürümqi,China,44.20N,87.20E
1839-11-01,-6.651,3.11,Ürümqi,China,44.20N,87.20E
1839-12-01,-16.224,4.082,Ürümqi,China,44.20N,87.20E
1840-01-01,-16.308999999999994,2.853,Ürümqi,China,44.20N,87.20E
1840-02-01,-13.268,2.487,Ürümqi,China,44.20N,87.20E
1840-03-01,-3.641,1.993,Ürümqi,China,44.20N,87.20E
1840-04-01,9.859,2.109,Ürümqi,China,44.20N,87.20E
1840-05-01,17.427,1.8330000000000002,Ürümqi,China,44.20N,87.20E
1840-06-01,21.342,1.839,Ürümqi,China,44.20N,87.20E
1840-07-01,24.164,1.507,Ürümqi,China,44.20N,87.20E
1840-08-01,22.494,1.9180000000000001,Ürümqi,China,44.20N,87.20E
1840-09-01,14.917,1.561,Ürümqi,China,44.20N,87.20E
1840-10-01,3.9,2.615,Ürümqi,China,44.20N,87.20E
1840-11-01,-6.936,3.695,Ürümqi,China,44.20N,87.20E
1840-12-01,-13.309,2.279,Ürümqi,China,44.20N,87.20E
1841-01-01,-18.734,2.7739999999999996,Ürümqi,China,44.20N,87.20E
1841-02-01,-10.948,4.087,Ürümqi,China,44.20N,87.20E
1841-03-01,-5.367999999999999,2.234,Ürümqi,China,44.20N,87.20E
1841-04-01,5.828000000000001,3.9560000000000004,Ürümqi,China,44.20N,87.20E
1841-05-01,16.492,1.63,Ürümqi,China,44.20N,87.20E
1841-06-01,20.342,1.7590000000000001,Ürümqi,China,44.20N,87.20E
1841-07-01,23.761999999999997,1.412,Ürümqi,China,44.20N,87.20E
1841-08-01,21.66,2.1830000000000003,Ürümqi,China,44.20N,87.20E
1841-09-01,15.129000000000001,1.335,Ürümqi,China,44.20N,87.20E
1841-10-01,6.876,1.635,Ürümqi,China,44.20N,87.20E
1841-11-01,-5.912999999999999,3.1069999999999998,Ürümqi,China,44.20N,87.20E
1841-12-01,-15.814,5.617999999999999,Ürümqi,China,44.20N,87.20E
1842-01-01,-15.864999999999998,3.426,Ürümqi,China,44.20N,87.20E
1842-02-01,-11.329999999999998,3.552,Ürümqi,China,44.20N,87.20E
1842-03-01,0.23,3.0980000000000003,Ürümqi,China,44.20N,87.20E
1842-04-01,11.225,3.438,Ürümqi,China,44.20N,87.20E
1842-05-01,16.503,1.5390000000000001,Ürümqi,China,44.20N,87.20E
1842-06-01,20.541999999999998,1.621,Ürümqi,China,44.20N,87.20E
1842-07-01,22.314,1.7990000000000002,Ürümqi,China,44.20N,87.20E
1842-08-01,21.115,2.2680000000000002,Ürümqi,China,44.20N,87.20E
1842-09-01,15.794,1.44,Ürümqi,China,44.20N,87.20E
1842-10-01,6.8130000000000015,1.7409999999999999,Ürümqi,China,44.20N,87.20E
1842-11-01,-4.288,2.127,Ürümqi,China,44.20N,87.20E
1842-12-01,-10.845,2.176,Ürümqi,China,44.20N,87.20E
1843-01-01,-15.32,2.0069999999999997,Ürümqi,China,44.20N,87.20E
1843-02-01,-10.51,2.1109999999999998,Ürümqi,China,44.20N,87.20E
1843-03-01,-1.9269999999999998,2.209,Ürümqi,China,44.20N,87.20E
1843-04-01,10.600999999999999,3.0810000000000004,Ürümqi,China,44.20N,87.20E
1843-05-01,16.311,1.6269999999999998,Ürümqi,China,44.20N,87.20E
1843-06-01,20.535999999999998,1.703,Ürümqi,China,44.20N,87.20E
1843-07-01,23.416999999999998,1.785,Ürümqi,China,44.20N,87.20E
1843-08-01,22.495,1.209,Ürümqi,China,44.20N,87.20E
1843-09-01,15.976,1.452,Ürümqi,China,44.20N,87.20E
1843-10-01,7.997000000000001,2.239,Ürümqi,China,44.20N,87.20E
1843-11-01,-4.757,2.986,Ürümqi,China,44.20N,87.20E
1843-12-01,-10.49,2.09,Ürümqi,China,44.20N,87.20E
1844-01-01,-14.765,2.8960000000000004,Ürümqi,China,44.20N,87.20E
1844-02-01,-13.557,2.026,Ürümqi,China,44.20N,87.20E
1844-03-01,-0.522,3.3789999999999996,Ürümqi,China,44.20N,87.20E
1844-04-01,8.095,1.88,Ürümqi,China,44.20N,87.20E
1844-05-01,14.912,2.266,Ürümqi,China,44.20N,87.20E
1844-06-01,21.26,1.4609999999999999,Ürümqi,China,44.20N,87.20E
1844-07-01,23.052,1.597,Ürümqi,China,44.20N,87.20E
1844-08-01,21.482,1.5,Ürümqi,China,44.20N,87.20E
1844-09-01,14.757,1.663,Ürümqi,China,44.20N,87.20E
1844-10-01,6.846,1.53,Ürümqi,China,44.20N,87.20E
1844-11-01,-3.693,2.135,Ürümqi,China,44.20N,87.20E
1844-12-01,-13.477,2.309,Ürümqi,China,44.20N,87.20E
1845-01-01,-15.037,2.7739999999999996,Ürümqi,China,44.20N,87.20E
1845-02-01,-14.462,2.161,Ürümqi,China,44.20N,87.20E
1845-03-01,-2.246,2.001,Ürümqi,China,44.20N,87.20E
1845-04-01,9.705,1.7930000000000001,Ürümqi,China,44.20N,87.20E
1845-05-01,17.035999999999998,1.7409999999999999,Ürümqi,China,44.20N,87.20E
1845-06-01,21.794,1.625,Ürümqi,China,44.20N,87.20E
1845-07-01,23.934,1.5419999999999998,Ürümqi,China,44.20N,87.20E
1845-08-01,21.978,1.5019999999999998,Ürümqi,China,44.20N,87.20E
1845-09-01,15.482000000000001,1.882,Ürümqi,China,44.20N,87.20E
1845-10-01,6.501,2.36,Ürümqi,China,44.20N,87.20E
1845-11-01,-4.68,2.396,Ürümqi,China,44.20N,87.20E
1845-12-01,-15.495999999999999,2.591,Ürümqi,China,44.20N,87.20E
1846-01-01,-17.898,6.269,Ürümqi,China,44.20N,87.20E
1846-02-01,-9.057,4.59,Ürümqi,China,44.20N,87.20E
1846-03-01,-0.6240000000000001,2.127,Ürümqi,China,44.20N,87.20E
1846-04-01,6.328000000000001,3.29,Ürümqi,China,44.20N,87.20E
1846-05-01,17.32,1.776,Ürümqi,China,44.20N,87.20E
1846-06-01,22.578000000000003,1.756,Ürümqi,China,44.20N,87.20E
1846-07-01,24.304000000000002,1.933,Ürümqi,China,44.20N,87.20E
1846-08-01,22.213,1.954,Ürümqi,China,44.20N,87.20E
1846-09-01,15.975,1.8940000000000001,Ürümqi,China,44.20N,87.20E
1846-10-01,4.663,3.0269999999999997,Ürümqi,China,44.20N,87.20E
1846-11-01,-3.915,1.8769999999999998,Ürümqi,China,44.20N,87.20E
1846-12-01,-10.087,3.492,Ürümqi,China,44.20N,87.20E
1847-01-01,-14.276,2.7889999999999997,Ürümqi,China,44.20N,87.20E
1847-02-01,-10.01,3.867,Ürümqi,China,44.20N,87.20E
1847-03-01,-3.0239999999999996,2.116,Ürümqi,China,44.20N,87.20E
1847-04-01,9.387,1.911,Ürümqi,China,44.20N,87.20E
1847-05-01,16.511,1.6340000000000001,Ürümqi,China,44.20N,87.20E
1847-06-01,20.578000000000003,1.544,Ürümqi,China,44.20N,87.20E
1847-07-01,23.275,2.171,Ürümqi,China,44.20N,87.20E
1847-08-01,21.506999999999998,1.501,Ürümqi,China,44.20N,87.20E
1847-09-01,14.309000000000001,2.549,Ürümqi,China,44.20N,87.20E
1847-10-01,6.582000000000001,1.5590000000000002,Ürümqi,China,44.20N,87.20E
1847-11-01,-2.8190000000000004,2.245,Ürümqi,China,44.20N,87.20E
1847-12-01,-15.142999999999999,2.625,Ürümqi,China,44.20N,87.20E
1848-01-01,-20.714000000000002,4.449,Ürümqi,China,44.20N,87.20E
1848-02-01,-12.514000000000001,3.2089999999999996,Ürümqi,China,44.20N,87.20E
1848-03-01,-3.662,2.605,Ürümqi,China,44.20N,87.20E
