09,1.964,Lleida,Spain,40.99N,0.00W
1793-12-01,6.004,1.385,Logroño,Spain,42.59N,2.18W
1794-01-01,3.9419999999999997,4.263,Logroño,Spain,42.59N,2.18W
1794-02-01,7.479999999999999,6.931,Logroño,Spain,42.59N,2.18W
1794-03-01,9.017999999999999,1.9380000000000002,Logroño,Spain,42.59N,2.18W
1794-04-01,11.880999999999998,2.013,Logroño,Spain,42.59N,2.18W
1794-05-01,13.222000000000001,2.331,Logroño,Spain,42.59N,2.18W
1794-06-01,16.464000000000002,3.509,Logroño,Spain,42.59N,2.18W
1794-07-01,20.642,4.934,Logroño,Spain,42.59N,2.18W
1794-08-01,19.356,1.919,Logroño,Spain,42.59N,2.18W
1794-09-01,15.868,2.891,Logroño,Spain,42.59N,2.18W
1794-10-01,12.190999999999999,2.309,Logroño,Spain,42.59N,2.18W
1794-11-01,8.506,2.8569999999999998,Logroño,Spain,42.59N,2.18W
1794-12-01,3.3050000000000006,2.5860000000000003,Logroño,Spain,42.59N,2.18W
1795-01-01,1.726,4.148,Logroño,Spain,42.59N,2.18W
1795-02-01,5.335,6.885,Logroño,Spain,42.59N,2.18W
1795-03-01,7.872000000000001,2.24,Logroño,Spain,42.59N,2.18W
1795-04-01,10.715,2.8789999999999996,Logroño,Spain,42.59N,2.18W
1795-05-01,15.085,4.2410000000000005,Logroño,Spain,42.59N,2.18W
1795-06-01,17.074,2.556,Logroño,Spain,42.59N,2.18W
1795-07-01,19.301,3.6319999999999997,Logroño,Spain,42.59N,2.18W
1795-08-01,20.565,2.513,Logroño,Spain,42.59N,2.18W
1795-09-01,17.747,4.119,Logroño,Spain,42.59N,2.18W
1795-10-01,13.165,3.2710000000000004,Logroño,Spain,42.59N,2.18W
1795-11-01,6.5920000000000005,3.0010000000000003,Logroño,Spain,42.59N,2.18W
1795-12-01,5.417999999999999,2.877,Logroño,Spain,42.59N,2.18W
1796-01-01,4.9510000000000005,3.49,Logroño,Spain,42.59N,2.18W
1796-02-01,5.617000000000001,1.8969999999999998,Logroño,Spain,42.59N,2.18W
1796-03-01,6.085,2.775,Logroño,Spain,42.59N,2.18W
1796-04-01,10.460999999999999,1.804,Logroño,Spain,42.59N,2.18W
1796-05-01,13.611,1.801,Logroño,Spain,42.59N,2.18W
1796-06-01,17.629,3.6430000000000002,Logroño,Spain,42.59N,2.18W
1796-07-01,19.401,2.773,Logroño,Spain,42.59N,2.18W
1796-08-01,20.728,4.086,Logroño,Spain,42.59N,2.18W
1796-09-01,18.204,4.227,Logroño,Spain,42.59N,2.18W
1796-10-01,12.255999999999998,1.7590000000000001,Logroño,Spain,42.59N,2.18W
1796-11-01,7.792000000000002,3.005,Logroño,Spain,42.59N,2.18W
1796-12-01,2.0340000000000003,4.146,Logroño,Spain,42.59N,2.18W
1797-01-01,4.763,7.374,Logroño,Spain,42.59N,2.18W
1797-02-01,5.425,3.074,Logroño,Spain,42.59N,2.18W
1797-03-01,6.408,2.847,Logroño,Spain,42.59N,2.18W
1797-04-01,9.701,3.267,Logroño,Spain,42.59N,2.18W
1797-05-01,14.026,2.508,Logroño,Spain,42.59N,2.18W
1797-06-01,16.281,2.918,Logroño,Spain,42.59N,2.18W
1797-07-01,20.587,2.423,Logroño,Spain,42.59N,2.18W
1797-08-01,20.333,2.6489999999999996,Logroño,Spain,42.59N,2.18W
1797-09-01,16.685,3.929,Logroño,Spain,42.59N,2.18W
1797-10-01,11.392999999999999,2.4130000000000003,Logroño,Spain,42.59N,2.18W
1797-11-01,6.909000000000002,2.7910000000000004,Logroño,Spain,42.59N,2.18W
1797-12-01,5.107,3.3289999999999997,Logroño,Spain,42.59N,2.18W
1798-01-01,4.666,2.109,Logroño,Spain,42.59N,2.18W
1798-02-01,4.89,2.387,Logroño,Spain,42.59N,2.18W
1798-03-01,7.636,2.035,Logroño,Spain,42.59N,2.18W
1798-04-01,10.763,1.72,Logroño,Spain,42.59N,2.18W
1798-05-01,14.058,4.02,Logroño,Spain,42.59N,2.18W
1798-06-01,17.608,2.3680000000000003,Logroño,Spain,42.59N,2.18W
1798-07-01,20.258,2.908,Logroño,Spain,42.59N,2.18W
1798-08-01,20.712,4.933,Logroño,Spain,42.59N,2.18W
1798-09-01,16.682000000000002,3.0980000000000003,Logroño,Spain,42.59N,2.18W
1798-10-01,11.828,2.747,Logroño,Spain,42.59N,2.18W
1798-11-01,7.763,3.34,Logroño,Spain,42.59N,2.18W
1798-12-01,4.016,2.544,Logroño,Spain,42.59N,2.18W
1799-01-01,2.543,2.673,Logroño,Spain,42.59N,2.18W
1799-02-01,7.2959999999999985,3.108,Logroño,Spain,42.59N,2.18W
1799-03-01,7.438,3.071,Logroño,Spain,42.59N,2.18W
1799-04-01,8.244,3.5789999999999997,Logroño,Spain,42.59N,2.18W
1799-05-01,12.522,1.5090000000000001,Logroño,Spain,42.59N,2.18W
1799-06-01,16.715,3.049,Logroño,Spain,42.59N,2.18W
1799-07-01,19.65,3.062,Logroño,Spain,42.59N,2.18W
1799-08-01,19.435,1.3769999999999998,Logroño,Spain,42.59N,2.18W
1799-09-01,17.433,3.156,Logroño,Spain,42.59N,2.18W
1799-10-01,12.315999999999999,2.467,Logroño,Spain,42.59N,2.18W
1799-11-01,6.441000000000002,2.6519999999999997,Logroño,Spain,42.59N,2.18W
1799-12-01,2.8140000000000005,2.108,Logroño,Spain,42.59N,2.18W
1800-01-01,5.724,2.14,Logroño,Spain,42.59N,2.18W
1800-02-01,5.752999999999999,4.7780000000000005,Logroño,Spain,42.59N,2.18W
1800-03-01,6.961,3.918,Logroño,Spain,42.59N,2.18W
1800-04-01,11.421,2.041,Logroño,Spain,42.59N,2.18W
1800-05-01,14.574000000000002,1.574,Logroño,Spain,42.59N,2.18W
1800-06-01,16.852999999999998,1.68,Logroño,Spain,42.59N,2.18W
1800-07-01,21.35,0.914,Logroño,Spain,42.59N,2.18W
1800-08-01,20.856,2.31,Logroño,Spain,42.59N,2.18W
1800-09-01,17.19,2.562,Logroño,Spain,42.59N,2.18W
1800-10-01,12.343,2.083,Logroño,Spain,42.59N,2.18W
1800-11-01,8.1,1.827,Logroño,Spain,42.59N,2.18W
1800-12-01,4.151000000000002,2.633,Logroño,Spain,42.59N,2.18W
1801-01-01,5.337000000000001,1.359,Logroño,Spain,42.59N,2.18W
1801-02-01,6.196000000000001,1.1740000000000002,Logroño,Spain,42.59N,2.18W
1801-03-01,9.324,1.528,Logroño,Spain,42.59N,2.18W
1801-04-01,10.238999999999999,1.994,Logroño,Spain,42.59N,2.18W
1801-05-01,13.771,2.411,Logroño,Spain,42.59N,2.18W
1801-06-01,17.331,2.023,Logroño,Spain,42.59N,2.18W
1801-07-01,19.49,3.065,Logroño,Spain,42.59N,2.18W
1801-08-01,19.831,1.974,Logroño,Spain,42.59N,2.18W
1801-09-01,17.112000000000002,1.8619999999999999,Logroño,Spain,42.59N,2.18W
1801-10-01,12.227,1.699,Logroño,Spain,42.59N,2.18W
1801-11-01,7.598,1.854,Logroño,Spain,42.59N,2.18W
1801-12-01,5.112,3.842,Logroño,Spain,42.59N,2.18W
1802-01-01,2.457,2.478,Logroño,Spain,42.59N,2.18W
1802-02-01,5.415,2.114,Logroño,Spain,42.59N,2.18W
1802-03-01,7.974,2.458,Logroño,Spain,42.59N,2.18W
1802-04-01,10.463,2.002,Logroño,Spain,42.59N,2.18W
1802-05-01,13.943,2.412,Logroño,Spain,42.59N,2.18W
1802-06-01,19.163,2.021,Logroño,Spain,42.59N,2.18W
1802-07-01,19.572,1.94,Logroño,Spain,42.59N,2.18W
1802-08-01,21.877,1.722,Logroño,Spain,42.59N,2.18W
1802-09-01,18.219,3.032,Logroño,Spain,42.59N,2.18W
1802-10-01,13.413,3.299,Logroño,Spain,42.59N,2.18W
1802-11-01,8.061,2.622,Logroño,Spain,42.59N,2.18W
1802-12-01,4.881,2.675,Logroño,Spain,42.59N,2.18W
1803-01-01,4.229,3.727,Logroño,Spain,42.59N,2.18W
1803-02-01,2.3319999999999994,2.9930000000000003,Logroño,Spain,42.59N,2.18W
1803-03-01,7.388999999999999,2.53,Logroño,Spain,42.59N,2.18W
1803-04-01,11.502,2.292,Logroño,Spain,42.59N,2.18W
1803-05-01,13.193,1.8659999999999999,Logroño,Spain,42.59N,2.18W
1803-06-01,18.145,1.837,Logroño,Spain,42.59N,2.18W
1803-07-01,21.094,1.859,Logroño,Spain,42.59N,2.18W
1803-08-01,21.452,2.202,Logroño,Spain,42.59N,2.18W
1803-09-01,16.718,1.618,Logroño,Spain,42.59N,2.18W
1803-10-01,11.818,2.736,Logroño,Spain,42.59N,2.18W
1803-11-01,8.068999999999999,2.535,Logroño,Spain,42.59N,2.18W
1803-12-01,5.308000000000002,3.366,Logroño,Spain,42.59N,2.18W
1804-01-01,6.9,4.773,Logroño,Spain,42.59N,2.18W
1804-02-01,3.939,2.635,Logroño,Spain,42.59N,2.18W
1804-03-01,7.563,3.5180000000000002,Logroño,Spain,42.59N,2.18W
1804-04-01,10.709000000000001,2.19,Logroño,Spain,42.59N,2.18W
1804-05-01,15.55,1.432,Logroño,Spain,42.59N,2.18W
1804-06-01,19.816,1.426,Logroño,Spain,42.59N,2.18W
1804-07-01,20.051,3.0260000000000002,Logroño,Spain,42.59N,2.18W
1804-08-01,19.914,2.255,Logroño,Spain,42.59N,2.18W
1804-09-01,17.562,3.8080000000000003,Logroño,Spain,42.59N,2.18W
1804-10-01,12.085,2.062,Logroño,Spain,42.59N,2.18W
1804-11-01,8.769,4.013999999999999,Logroño,Spain,42.59N,2.18W
1804-12-01,4.0889999999999995,3.665,Logroño,Spain,42.59N,2.18W
1805-01-01,3.877,2.104,Logroño,Spain,42.59N,2.18W
1805-02-01,5.516,2.583,Logroño,Spain,42.59N,2.18W
1805-03-01,7.575,1.272,Logroño,Spain,42.59N,2.18W
1805-04-01,8.891,3.236,Logroño,Spain,42.59N,2.18W
1805-05-01,13.179,1.236,Logroño,Spain,42.59N,2.18W
1805-06-01,17.102999999999998,2.478,Logroño,Spain,42.59N,2.18W
1805-07-01,19.036,2.279,Logroño,Spain,42.59N,2.18W
1805-08-01,20.39,2.403,Logroño,Spain,42.59N,2.18W
1805-09-01,17.652,2.7260000000000004,Logroño,Spain,42.59N,2.18W
1805-10-01,11.210999999999999,2.128,Logroño,Spain,42.59N,2.18W
1805-11-01,5.95,2.861,Logroño,Spain,42.59N,2.18W
1805-12-01,2.9640000000000004,1.733,Logroño,Spain,42.59N,2.18W
1806-01-01,4.511,1.8730000000000002,Logroño,Spain,42.59N,2.18W
1806-02-01,6.396,3.542,Logroño,Spain,42.59N,2.18W
1806-03-01,7.765,2.099,Logroño,Spain,42.59N,2.18W
1806-04-01,8.254,2.852,Logroño,Spain,42.59N,2.18W
1806-05-01,14.253,1.847,Logroño,Spain,42.59N,2.18W
1806-06-01,18.45,1.57,Logroño,Spain,42.59N,2.18W
1806-07-01,20.418,1.546,Logroño,Spain,42.59N,2.18W
1806-08-01,20.3,2.102,Logroño,Spain,42.59N,2.18W
1806-09-01,16.852,2.375,Logroño,Spain,42.59N,2.18W
1806-10-01,12.283,1.295,Logroño,Spain,42.59N,2.18W
1806-11-01,8.616,1.886,Logroño,Spain,42.59N,2.18W
1806-12-01,6.19,2.608,Logroño,Spain,42.59N,2.18W
1807-01-01,3.016,2.378,Logroño,Spain,42.59N,2.18W
1807-02-01,5.6629999999999985,4.843999999999999,Logroño,Spain,42.59N,2.18W
1807-03-01,5.194,3.747,Logroño,Spain,42.59N,2.18W
1807-04-01,9.235,2.204,Logroño,Spain,42.59N,2.18W
1807-05-01,14.411,2.052,Logroño,Spain,42.59N,2.18W
1807-06-01,17.414,1.639,Logroño,Spain,42.59N,2.18W
1807-07-01,20.882,3.4189999999999996,Logroño,Spain,42.59N,2.18W
1807-08-01,20.885,2.375,Logroño,Spain,42.59N,2.18W
1807-09-01,17.003,1.386,Logroño,Spain,42.59N,2.18W
1807-10-01,13.575,1.455,Logroño,Spain,42.59N,2.18W
1807-11-01,6.534000000000002,1.9040000000000001,Logroño,Spain,42.59N,2.18W
1807-12-01,2.8630000000000004,1.8259999999999998,Logroño,Spain,42.59N,2.18W
1808-01-01,2.68,2.272,Logroño,Spain,42.59N,2.18W
1808-02-01,3.03,2.258,Logroño,Spain,42.59N,2.18W
1808-03-01,5.773,4.907,Logroño,Spain,42.59N,2.18W
1808-04-01,8.736,1.358,Logroño,Spain,42.59N,2.18W
1808-05-01,15.380999999999998,3.66,Logroño,Spain,42.59N,2.18W
1808-06-01,16.743,1.605,Logroño,Spain,42.59N,2.18W
1808-07-01,21.582,0.9159999999999999,Logroño,Spain,42.59N,2.18W
1808-08-01,19.658,1.96,Logroño,Spain,42.59N,2.18W
1808-09-01,15.970999999999998,2.908,Logroño,Spain,42.59N,2.18W
1808-10-01,8.818000000000003,1.433,Logroño,Spain,42.59N,2.18W
1808-11-01,6.848000000000001,1.77,Logroño,Spain,42.59N,2.18W
1808-12-01,2.119,2.003,Logroño,Spain,42.59N,2.18W
1809-01-01,5.245,3.932,Logroño,Spain,42.59N,2.18W
1809-02-01,7.597999999999999,2.83,Logroño,Spain,42.59N,2.18W
1809-03-01,7.6,2.89,Logroño,Spain,42.59N,2.18W
1809-04-01,7.097,4.485,Logroño,Spain,42.59N,2.18W
1809-05-01,13.618,2.841,Logroño,Spain,42.59N,2.18W
1809-06-01,16.438,1.158,Logroño,Spain,42.59N,2.18W
1809-07-01,18.153,1.171,Logroño,Spain,42.59N,2.18W
1809-08-01,18.755,1.486,Logroño,Spain,42.59N,2.18W
1809-09-01,15.3,2.421,Logroño,Spain,42.59N,2.18W
1809-10-01,11.624,5.4110000000000005,Logroño,Spain,42.59N,2.18W
1809-11-01,5.945,2.103,Logroño,Spain,42.59N,2.18W
1809-12-01,3.763,4.239,Logroño,Spain,42.59N,2.18W
1810-01-01,1.222,5.856,Logroño,Spain,42.59N,2.18W
1810-02-01,3.878,4.791,Logroño,Spain,42.59N,2.18W
1810-03-01,9.667,2.594,Logroño,Spain,42.59N,2.18W
1810-04-01,9.838,3.6319999999999997,Logroño,Spain,42.59N,2.18W
1810-05-01,12.982000000000001,2.935,Logroño,Spain,42.59N,2.18W
1810-06-01,16.339000000000002,3.298,Logroño,Spain,42.59N,2.18W
1810-07-01,17.64,3.1180000000000003,Logroño,Spain,42.59N,2.18W
1810-08-01,18.714000000000002,2.4130000000000003,Logroño,Spain,42.59N,2.18W
1810-09-01,16.299,1.77,Logroño,Spain,42.59N,2.18W
1810-10-01,11.587000000000002,4.34,Logroño,Spain,42.59N,2.18W
1810-11-01,6.756,2.86,Logroño,Spain,42.59N,2.18W
1810-12-01,4.618,3.074,Logroño,Spain,42.59N,2.18W
1811-01-01,2.5989999999999998,3.387,Logroño,Spain,42.59N,2.18W
1811-02-01,6.4,4.783,Logroño,Spain,42.59N,2.18W
1811-03-01,8.286999999999999,2.411,Logroño,Spain,42.59N,2.18W
1811-04-01,10.555,1.642,Logroño,Spain,42.59N,2.18W
1811-05-01,13.813,3.3280000000000003,Logroño,Spain,42.59N,2.18W
1811-06-01,16.835,4.178999999999999,Logroño,Spain,42.59N,2.18W
1811-07-01,18.623,2.9389999999999996,Logroño,Spain,42.59N,2.18W
1811-08-01,18.5,4.529,Logroño,Spain,42.59N,2.18W
1811-09-01,16.99,2.785,Logroño,Spain,42.59N,2.18W
1811-10-01,12.745999999999999,4.422,Logroño,Spain,42.59N,2.18W
1811-11-01,7.7589999999999995,4.9430000000000005,Logroño,Spain,42.59N,2.18W
1811-12-01,3.605,3.043,Logroño,Spain,42.59N,2.18W
1812-01-01,1.0739999999999998,2.7880000000000003,Logroño,Spain,42.59N,2.18W
1812-02-01,5.401999999999999,1.686,Logroño,Spain,42.59N,2.18W
1812-03-01,5.769,3.2539999999999996,Logroño,Spain,42.59N,2.18W
1812-04-01,8.675,3.116,Logroño,Spain,42.59N,2.18W
1812-05-01,13.290999999999999,2.6239999999999997,Logroño,Spain,42.59N,2.18W
1812-06-01,16.814,1.2670000000000001,Logroño,Spain,42.59N,2.18W
1812-07-01,18.804000000000002,2.089,Logroño,Spain,42.59N,2.18W
1812-08-01,19.233,5.188,Logroño,Spain,42.59N,2.18W
1812-09-01,16.410999999999998,1.4509999999999998,Logroño,Spain,42.59N,2.18W
1812-10-01,11.539,3.5789999999999997,Logroño,Spain,42.59N,2.18W
1812-11-01,7.029,2.945,Logroño,Spain,42.59N,2.18W
1812-12-01,3.2890000000000006,3.325,Logroño,Spain,42.59N,2.18W
1813-01-01,2.424,4.744,Logroño,Spain,42.59N,2.18W
1813-02-01,6.233,1.6769999999999998,Logroño,Spain,42.59N,2.18W
1813-03-01,6.776,8.432,Logroño,Spain,42.59N,2.18W
1813-04-01,9.857,1.185,Logroño,Spain,42.59N,2.18W
1813-05-01,14.033,6.345,Logroño,Spain,42.59N,2.18W
1813-06-01,16.08,2.975,Logroño,Spain,42.59N,2.18W
1813-07-01,17.480999999999998,1.754,Logroño,Spain,42.59N,2.18W
1813-08-01,18.626,1.245,Logroño,Spain,42.59N,2.18W
1813-09-01,15.597000000000001,2.293,Logroño,Spain,42.59N,2.18W
1813-10-01,12.192,1.43,Logroño,Spain,42.59N,2.18W
1813-11-01,7.093999999999999,2.441,Logroño,Spain,42.59N,2.18W
1813-12-01,4.4860000000000015,2.154,Logroño,Spain,42.59N,2.18W
1814-01-01,2.0340000000000003,3.627,Logroño,Spain,42.59N,2.18W
1814-02-01,3.0689999999999995,1.6580000000000001,Logroño,Spain,42.59N,2.18W
1814-03-01,5.502000000000001,2.6069999999999998,Logroño,Spain,42.59N,2.18W
1814-04-01,9.766,1.745,Logroño,Spain,42.59N,2.18W
1814-05-01,11.523,1.78,Logroño,Spain,42.59N,2.18W
1814-06-01,16.783,1.8419999999999999,Logroño,Spain,42.59N,2.18W
1814-07-01,18.313,2.9810000000000003,Logroño,Spain,42.59N,2.18W
1814-08-01,18.467,1.78,Logroño,Spain,42.59N,2.18W
1814-09-01,15.224,1.8840000000000001,Logroño,Spain,42.59N,2.18W
1814-10-01,10.325,4.075,Logroño,Spain,42.59N,2.18W
1814-11-01,7.996,6.249,Logroño,Spain,42.59N,2.18W
1814-12-01,6.184,7.263999999999999,Logroño,Spain,42.59N,2.18W
1815-01-01,2.204,2.406,Logroño,Spain,42.59N,2.18W
1815-02-01,6.167999999999998,5.702999999999999,Logroño,Spain,42.59N,2.18W
1815-03-01,8.568999999999999,4.064,Logroño,Spain,42.59N,2.18W
1815-04-01,9.652,2.438,Logroño,Spain,42.59N,2.18W
1815-05-01,14.049000000000001,2.8789999999999996,Logroño,Spain,42.59N,2.18W
1815-06-01,15.722000000000001,2.842,Logroño,Spain,42.59N,2.18W
1815-07-01,19.601,3.0069999999999997,Logroño,Spain,42.59N,2.18W
1815-08-01,18.944000000000003,2.401,Logroño,Spain,42.59N,2.18W
1815-09-01,17.294999999999998,2.079,Logroño,Spain,42.59N,2.18W
1815-10-01,12.052999999999999,3.6319999999999997,Logroño,Spain,42.59N,2.18W
1815-11-01,5.853,2.559,Logroño,Spain,42.59N,2.18W
1815-12-01,3.4570000000000003,2.4619999999999997,Logroño,Spain,42.59N,2.18W
1816-01-01,3.742,3.5439999999999996,Logroño,Spain,42.59N,2.18W
1816-02-01,3.196,2.345,Logroño,Spain,42.59N,2.18W
1816-03-01,6.306,2.504,Logroño,Spain,42.59N,2.18W
1816-04-01,9.157,4.448,Logroño,Spain,42.59N,2.18W
1816-05-01,13.247,2.405,Logroño,Spain,42.59N,2.18W
1816-06-01,15.18,1.7890000000000001,Logroño,Spain,42.59N,2.18W
1816-07-01,16.776999999999994,2.004,Logroño,Spain,42.59N,2.18W
1816-08-01,17.79,1.369,Logroño,Spain,42.59N,2.18W
1816-09-01,15.691,1.409,Logroño,Spain,42.59N,2.18W
1816-10-01,12.309,6.9270000000000005,Logroño,Spain,42.59N,2.18W
1816-11-01,6.729,7.84,Logroño,Spain,42.59N,2.18W
1816-12-01,4.004,1.64,Logroño,Spain,42.59N,2.18W
1817-01-01,5.308,5.215,Logroño,Spain,42.59N,2.18W
1817-02-01,7.9670000000000005,3.165,Logroño,Spain,42.59N,2.18W
1817-03-01,8.847999999999999,3.168,Logroño,Spain,42.59N,2.18W
1817-04-01,8.722999999999999,2.089,Logroño,Spain,42.59N,2.18W
1817-05-01,12.300999999999998,2.8369999999999997,Logroño,Spain,42.59N,2.18W
1817-06-01,17.265,1.776,Logroño,Spain,42.59N,2.18W
1817-07-01,18.209,1.5590000000000002,Logroño,Spain,42.59N,2.18W
1817-08-01,18.277,2.545,Logroño,Spain,42.59N,2.18W
1817-09-01,16.986,2.799,Logroño,Spain,42.59N,2.18W
1817-10-01,10.661,3.11,Logroño,Spain,42.59N,2.18W
1817-11-01,9.238,2.045,Logroño,Spain,42.59N,2.18W
1817-12-01,4.323,1.804,Logroño,Spain,42.59N,2.18W
1818-01-01,5.04,4.133,Logroño,Spain,42.59N,2.18W
1818-02-01,5.930999999999999,2.062,Logroño,Spain,42.59N,2.18W
1818-03-01,8.337,2.391,Logroño,Spain,42.59N,2.18W
1818-04-01,10.74,6.473,Logroño,Spain,42.59N,2.18W
1818-05-01,12.963,3.734,Logroño,Spain,42.59N,2.18W
1818-06-01,18.273,4.666,Logroño,Spain,42.59N,2.18W
1818-07-01,20.098,3.385,Logroño,Spain,42.59N,2.18W
1818-08-01,19.306,1.484,Logroño,Spain,42.59N,2.18W
1818-09-01,16.494,2.865,Logroño,Spain,42.59N,2.18W
1818-10-01,12.19,2.283,Logroño,Spain,42.59N,2.18W
1818-11-01,9.206,6.029,Logroño,Spain,42.59N,2.18W
1818-12-01,4.2120000000000015,1.955,Logroño,Spain,42.59N,2.18W
1819-01-01,4.709,3.089,Logroño,Spain,42.59N,2.18W
1819-02-01,5.449999999999998,3.9989999999999997,Logroño,Spain,42.59N,2.18W
1819-03-01,8.092,7.5,Logroño,Spain,42.59N,2.18W
1819-04-01,11.019,1.3980000000000001,Logroño,Spain,42.59N,2.18W
1819-05-01,13.728,2.336,Logroño,Spain,42.59N,2.18W
1819-06-01,16.36,1.709,Logroño,Spain,42.59N,2.18W
1819-07-01,19.322,0.82,Logroño,Spain,42.59N,2.18W
1819-08-01,18.768,1.63,Logroño,Spain,42.59N,2.18W
1819-09-01,16.590999999999998,1.3619999999999999,Logroño,Spain,42.59N,2.18W
1819-10-01,11.812999999999999,1.8559999999999999,Logroño,Spain,42.59N,2.18W
1819-11-01,6.287000000000001,2.451,Logroño,Spain,42.59N,2.18W
1819-12-01,4.315,2.738,Logroño,Spain,42.59N,2.18W
1820-01-01,3.093,6.78,Logroño,Spain,42.59N,2.18W
1820-02-01,5.0680000000000005,3.15,Logroño,Spain,42.59N,2.18W
1820-03-01,6.297000000000001,2.502,Logroño,Spain,42.59N,2.18W
1820-04-01,11.422,1.649,Logroño,Spain,42.59N,2.18W
1820-05-01,14.55,1.9609999999999999,Logroño,Spain,42.59N,2.18W
1820-06-01,17.104,1.3840000000000001,Logroño,Spain,42.59N,2.18W
1820-07-01,19.279,2.76,Logroño,Spain,42.59N,2.18W
1820-08-01,19.668,2.1790000000000003,Logroño,Spain,42.59N,2.18W
1820-09-01,15.794,2.239,Logroño,Spain,42.59N,2.18W
1820-10-01,10.397,1.355,Logroño,Spain,42.59N,2.18W
1820-11-01,5.775,1.297,Logroño,Spain,42.59N,2.18W
1820-12-01,4.956,1.364,Logroño,Spain,42.59N,2.18W
1821-01-01,5.502999999999999,3.485,Logroño,Spain,42.59N,2.18W
1821-02-01,4.85,4.834,Logroño,Spain,42.59N,2.18W
1821-03-01,7.865,2.447,Logroño,Spain,42.59N,2.18W
1821-04-01,9.951,2.436,Logroño,Spain,42.59N,2.18W
1821-05-01,13.094000000000001,1.474,Logroño,Spain,42.59N,2.18W
1821-06-01,15.862,3.488,Logroño,Spain,42.59N,2.18W
1821-07-01,19.131,1.989,Logroño,Spain,42.59N,2.18W
1821-08-01,20.772,1.0490000000000002,Logroño,Spain,42.59N,2.18W
1821-09-01,18.19,3.06,Logroño,Spain,42.59N,2.18W
1821-10-01,12.195,1.511,Logroño,Spain,42.59N,2.18W
1821-11-01,9.042,2.799,Logroño,Spain,42.59N,2.18W
1821-12-01,6.2,1.8619999999999999,Logroño,Spain,42.59N,2.18W
1822-01-01,3.4330000000000003,2.363,Logroño,Spain,42.59N,2.18W
1822-02-01,6.6770000000000005,1.8530000000000002,Logroño,Spain,42.59N,2.18W
1822-03-01,10.456,1.449,Logroño,Spain,42.59N,2.18W
1822-04-01,10.355,1.55,Logroño,Spain,42.59N,2.18W
1822-05-01,14.636,1.84,Logroño,Spain,42.59N,2.18W
1822-06-01,20.028,1.07,Logroño,Spain,42.59N,2.18W
1822-07-01,20.149,1.6280000000000001,Logroño,Spain,42.59N,2.18W
1822-08-01,19.433,2.563,Logroño,Spain,42.59N,2.18W
1822-09-01,17.212,1.9869999999999999,Logroño,Spain,42.59N,2.18W
1822-10-01,12.185,1.273,Logroño,Spain,42.59N,2.18W
1822-11-01,8.441,1.7790000000000001,Logroño,Spain,42.59N,2.18W
1822-12-01,2.438,3.0869999999999997,Logroño,Spain,42.59N,2.18W
1823-01-01,3.571,2.0469999999999997,Logroño,Spain,42.59N,2.18W
1823-02-01,5.877000000000001,2.474,Logroño,Spain,42.59N,2.18W
1823-03-01,6.809,1.758,Logroño,Spain,42.59N,2.18W
1823-04-01,8.895,2.5860000000000003,Logroño,Spain,42.59N,2.18W
1823-05-01,15.057,1.9869999999999999,Logroño,Spain,42.59N,2.18W
1823-06-01,15.927,2.261,Logroño,Spain,42.59N,2.18W
1823-07-01,18.938,1.496,Logroño,Spain,42.59N,2.18W
1823-08-01,19.896,2.5140000000000002,Logroño,Spain,42.59N,2.18W
1823-09-01,17.789,3.208,Logroño,Spain,42.59N,2.18W
1823-10-01,10.732,2.324,Logroño,Spain,42.59N,2.18W
1823-11-01,6.926,1.8130000000000002,Logroño,Spain,42.59N,2.18W
1823-12-01,4.7989999999999995,2.1719999999999997,Logroño,Spain,42.59N,2.18W
1824-01-01,2.725,1.516,Logroño,Spain,42.59N,2.18W
1824-02-01,5.782,2.2159999999999997,Logroño,Spain,42.59N,2.18W
1824-03-01,6.715,1.9669999999999999,Logroño,Spain,42.59N,2.18W
1824-04-01,9.28,2.332,Logroño,Spain,42.59N,2.18W
1824-05-01,13.089,1.949,Logroño,Spain,42.59N,2.18W
1824-06-01,15.99,3.1689999999999996,Logroño,Spain,42.59N,2.18W
1824-07-01,20.827,4.4239999999999995,Logroño,Spain,42.59N,2.18W
1824-08-01,19.456,2.313,Logroño,Spain,42.59N,2.18W
1824-09-01,17.137999999999998,2.6689999999999996,Logroño,Spain,42.59N,2.18W
1824-10-01,12.267,1.171,Logroño,Spain,42.59N,2.18W
1824-11-01,9.579,1.325,Logroño,Spain,42.59N,2.18W
1824-12-01,6.8020000000000005,2.885,Logroño,Spain,42.59N,2.18W
1825-01-01,4.1450000000000005,2.06,Logroño,Spain,42.59N,2.18W
1825-02-01,5.497000000000001,1.669,Logroño,Spain,42.59N,2.18W
1825-03-01,7.051,2.072,Logroño,Spain,42.59N,2.18W
1825-04-01,11.235,3.06,Logroño,Spain,42.59N,2.18W
1825-05-01,13.68,1.1420000000000001,Logroño,Spain,42.59N,2.18W
1825-06-01,17.726,0.9840000000000001,Logroño,Spain,42.59N,2.18W
1825-07-01,20.349,3.09,Logroño,Spain,42.59N,2.18W
1825-08-01,20.255,3.1510000000000002,Logroño,Spain,42.59N,2.18W
1825-09-01,18.263,2.972,Logroño,Spain,42.59N,2.18W
1825-10-01,12.195,2.0269999999999997,Logroño,Spain,42.59N,2.18W
1825-11-01,7.053,3.045,Logroño,Spain,42.59N,2.18W
