5.79,0.29,Chungho,Taiwan,24.92N,120.59E
1885-01-01,24.384,0.9390000000000001,Ciampea,Indonesia,7.23S,106.22E
1885-02-01,24.825000000000006,0.768,Ciampea,Indonesia,7.23S,106.22E
1885-03-01,25.364,0.875,Ciampea,Indonesia,7.23S,106.22E
1885-04-01,25.715,0.6629999999999999,Ciampea,Indonesia,7.23S,106.22E
1885-05-01,25.609,0.69,Ciampea,Indonesia,7.23S,106.22E
1885-06-01,25.358,0.509,Ciampea,Indonesia,7.23S,106.22E
1885-07-01,25.029,0.7440000000000001,Ciampea,Indonesia,7.23S,106.22E
1885-08-01,25.037000000000006,0.737,Ciampea,Indonesia,7.23S,106.22E
1885-09-01,25.06,0.831,Ciampea,Indonesia,7.23S,106.22E
1885-10-01,26.250999999999998,0.9309999999999999,Ciampea,Indonesia,7.23S,106.22E
1885-11-01,25.410999999999998,0.775,Ciampea,Indonesia,7.23S,106.22E
1885-12-01,25.1,1.146,Ciampea,Indonesia,7.23S,106.22E
1886-01-01,25.409000000000002,0.764,Ciampea,Indonesia,7.23S,106.22E
1886-02-01,25.160999999999998,0.995,Ciampea,Indonesia,7.23S,106.22E
1886-03-01,25.671999999999997,0.563,Ciampea,Indonesia,7.23S,106.22E
1886-04-01,25.680999999999997,0.48100000000000004,Ciampea,Indonesia,7.23S,106.22E
1886-05-01,26.016,0.733,Ciampea,Indonesia,7.23S,106.22E
1886-06-01,25.553,0.618,Ciampea,Indonesia,7.23S,106.22E
1886-07-01,25.195,0.569,Ciampea,Indonesia,7.23S,106.22E
1886-08-01,25.096999999999998,0.521,Ciampea,Indonesia,7.23S,106.22E
1886-09-01,25.205,0.441,Ciampea,Indonesia,7.23S,106.22E
1886-10-01,25.233,0.662,Ciampea,Indonesia,7.23S,106.22E
1886-11-01,25.424000000000003,0.606,Ciampea,Indonesia,7.23S,106.22E
1886-12-01,25.518,1.455,Ciampea,Indonesia,7.23S,106.22E
1887-01-01,24.951,0.8,Ciampea,Indonesia,7.23S,106.22E
1887-02-01,24.875999999999998,1.2890000000000001,Ciampea,Indonesia,7.23S,106.22E
1887-03-01,25.573,0.628,Ciampea,Indonesia,7.23S,106.22E
1887-04-01,25.544,0.55,Ciampea,Indonesia,7.23S,106.22E
1887-05-01,25.453000000000003,0.81,Ciampea,Indonesia,7.23S,106.22E
1887-06-01,24.955,0.5920000000000001,Ciampea,Indonesia,7.23S,106.22E
1887-07-01,24.49,0.935,Ciampea,Indonesia,7.23S,106.22E
1887-08-01,24.778,0.648,Ciampea,Indonesia,7.23S,106.22E
1887-09-01,24.584,0.848,Ciampea,Indonesia,7.23S,106.22E
1887-10-01,24.979,0.627,Ciampea,Indonesia,7.23S,106.22E
1887-11-01,24.864,0.7659999999999999,Ciampea,Indonesia,7.23S,106.22E
1887-12-01,24.854,0.5760000000000001,Ciampea,Indonesia,7.23S,106.22E
1888-01-01,24.332,1.033,Ciampea,Indonesia,7.23S,106.22E
1888-02-01,24.971,0.971,Ciampea,Indonesia,7.23S,106.22E
1888-03-01,25.789,0.767,Ciampea,Indonesia,7.23S,106.22E
1888-04-01,25.730999999999998,0.8390000000000001,Ciampea,Indonesia,7.23S,106.22E
1888-05-01,25.711,0.49,Ciampea,Indonesia,7.23S,106.22E
1888-06-01,25.84,0.6940000000000001,Ciampea,Indonesia,7.23S,106.22E
1888-07-01,24.865,0.894,Ciampea,Indonesia,7.23S,106.22E
1888-08-01,24.939,0.879,Ciampea,Indonesia,7.23S,106.22E
1888-09-01,25.022,1.0090000000000001,Ciampea,Indonesia,7.23S,106.22E
1888-10-01,25.811999999999998,0.721,Ciampea,Indonesia,7.23S,106.22E
1888-11-01,26.133000000000006,0.754,Ciampea,Indonesia,7.23S,106.22E
1888-12-01,25.534000000000002,0.763,Ciampea,Indonesia,7.23S,106.22E
1889-01-01,25.931,0.657,Ciampea,Indonesia,7.23S,106.22E
1889-02-01,26.053,0.614,Ciampea,Indonesia,7.23S,106.22E
1889-03-01,26.055999999999997,0.6759999999999999,Ciampea,Indonesia,7.23S,106.22E
1889-04-01,26.596,0.542,Ciampea,Indonesia,7.23S,106.22E
1889-05-01,26.493000000000002,0.5489999999999999,Ciampea,Indonesia,7.23S,106.22E
1889-06-01,25.771,0.975,Ciampea,Indonesia,7.23S,106.22E
1889-07-01,25.359,1.074,Ciampea,Indonesia,7.23S,106.22E
1889-08-01,25.069000000000006,0.812,Ciampea,Indonesia,7.23S,106.22E
1889-09-01,25.322,0.76,Ciampea,Indonesia,7.23S,106.22E
1889-10-01,25.234,0.792,Ciampea,Indonesia,7.23S,106.22E
1889-11-01,25.285999999999998,0.7340000000000001,Ciampea,Indonesia,7.23S,106.22E
1889-12-01,25.438000000000002,0.95,Ciampea,Indonesia,7.23S,106.22E
1890-01-01,25.832,0.624,Ciampea,Indonesia,7.23S,106.22E
1890-02-01,25.576,1.105,Ciampea,Indonesia,7.23S,106.22E
1890-03-01,25.594,1.023,Ciampea,Indonesia,7.23S,106.22E
1890-04-01,25.811,0.696,Ciampea,Indonesia,7.23S,106.22E
1890-05-01,25.615,0.708,Ciampea,Indonesia,7.23S,106.22E
1890-06-01,25.081,0.701,Ciampea,Indonesia,7.23S,106.22E
1890-07-01,24.705,0.8859999999999999,Ciampea,Indonesia,7.23S,106.22E
1890-08-01,24.587000000000003,0.72,Ciampea,Indonesia,7.23S,106.22E
1890-09-01,24.605999999999998,0.6809999999999999,Ciampea,Indonesia,7.23S,106.22E
1890-10-01,24.833,0.8029999999999999,Ciampea,Indonesia,7.23S,106.22E
1890-11-01,24.526000000000003,0.563,Ciampea,Indonesia,7.23S,106.22E
1890-12-01,24.695,0.7020000000000001,Ciampea,Indonesia,7.23S,106.22E
1891-01-01,24.953000000000003,0.932,Ciampea,Indonesia,7.23S,106.22E
1891-02-01,25.034,0.5710000000000001,Ciampea,Indonesia,7.23S,106.22E
1891-03-01,25.58,0.604,Ciampea,Indonesia,7.23S,106.22E
1891-04-01,25.595,0.415,Ciampea,Indonesia,7.23S,106.22E
1891-05-01,26.069000000000003,0.627,Ciampea,Indonesia,7.23S,106.22E
1891-06-01,25.57,0.7090000000000001,Ciampea,Indonesia,7.23S,106.22E
1891-07-01,24.881999999999998,0.534,Ciampea,Indonesia,7.23S,106.22E
1891-08-01,24.429,0.629,Ciampea,Indonesia,7.23S,106.22E
1891-09-01,25.393,0.508,Ciampea,Indonesia,7.23S,106.22E
1891-10-01,26.022,0.662,Ciampea,Indonesia,7.23S,106.22E
1891-11-01,25.896,0.603,Ciampea,Indonesia,7.23S,106.22E
1891-12-01,25.237,0.579,Ciampea,Indonesia,7.23S,106.22E
1892-01-01,25.02,0.758,Ciampea,Indonesia,7.23S,106.22E
1892-02-01,25.699,0.5710000000000001,Ciampea,Indonesia,7.23S,106.22E
1892-03-01,26.028,0.987,Ciampea,Indonesia,7.23S,106.22E
1892-04-01,25.453000000000003,0.603,Ciampea,Indonesia,7.23S,106.22E
1892-05-01,25.492,0.605,Ciampea,Indonesia,7.23S,106.22E
1892-06-01,25.488000000000003,0.654,Ciampea,Indonesia,7.23S,106.22E
1892-07-01,25.128,0.867,Ciampea,Indonesia,7.23S,106.22E
1892-08-01,24.65,0.5589999999999999,Ciampea,Indonesia,7.23S,106.22E
1892-09-01,24.53,0.655,Ciampea,Indonesia,7.23S,106.22E
1892-10-01,25.174,0.45,Ciampea,Indonesia,7.23S,106.22E
1892-11-01,25.108,0.8029999999999999,Ciampea,Indonesia,7.23S,106.22E
1892-12-01,25.34,0.7929999999999999,Ciampea,Indonesia,7.23S,106.22E
1893-01-01,24.482,1.064,Ciampea,Indonesia,7.23S,106.22E
1893-02-01,24.761000000000006,0.605,Ciampea,Indonesia,7.23S,106.22E
1893-03-01,25.426,0.8220000000000001,Ciampea,Indonesia,7.23S,106.22E
1893-04-01,25.521,0.5920000000000001,Ciampea,Indonesia,7.23S,106.22E
1893-05-01,25.793000000000003,0.8809999999999999,Ciampea,Indonesia,7.23S,106.22E
1893-06-01,24.947,0.654,Ciampea,Indonesia,7.23S,106.22E
1893-07-01,24.714000000000002,0.76,Ciampea,Indonesia,7.23S,106.22E
1893-08-01,24.82,0.6659999999999999,Ciampea,Indonesia,7.23S,106.22E
1893-09-01,25.037,0.49700000000000005,Ciampea,Indonesia,7.23S,106.22E
1893-10-01,24.964,0.5479999999999999,Ciampea,Indonesia,7.23S,106.22E
1893-11-01,25.366999999999997,0.7909999999999999,Ciampea,Indonesia,7.23S,106.22E
1893-12-01,24.541,0.76,Ciampea,Indonesia,7.23S,106.22E
1894-01-01,24.586,0.6409999999999999,Ciampea,Indonesia,7.23S,106.22E
1894-02-01,25.078000000000007,0.638,Ciampea,Indonesia,7.23S,106.22E
1894-03-01,25.504,0.6970000000000001,Ciampea,Indonesia,7.23S,106.22E
1894-04-01,25.611,0.562,Ciampea,Indonesia,7.23S,106.22E
1894-05-01,25.306,0.753,Ciampea,Indonesia,7.23S,106.22E
1894-06-01,24.941,0.529,Ciampea,Indonesia,7.23S,106.22E
1894-07-01,24.964000000000002,0.483,Ciampea,Indonesia,7.23S,106.22E
1894-08-01,24.996,0.653,Ciampea,Indonesia,7.23S,106.22E
1894-09-01,25.305,0.716,Ciampea,Indonesia,7.23S,106.22E
1894-10-01,25.430999999999997,0.5770000000000001,Ciampea,Indonesia,7.23S,106.22E
1894-11-01,25.329,0.6629999999999999,Ciampea,Indonesia,7.23S,106.22E
1894-12-01,25.02,0.578,Ciampea,Indonesia,7.23S,106.22E
1895-01-01,25.028000000000002,0.785,Ciampea,Indonesia,7.23S,106.22E
1895-02-01,25.026999999999997,0.687,Ciampea,Indonesia,7.23S,106.22E
1895-03-01,25.625,0.609,Ciampea,Indonesia,7.23S,106.22E
1895-04-01,25.8,0.698,Ciampea,Indonesia,7.23S,106.22E
1895-05-01,25.658,0.635,Ciampea,Indonesia,7.23S,106.22E
1895-06-01,25.453000000000003,0.627,Ciampea,Indonesia,7.23S,106.22E
1895-07-01,24.436999999999998,0.5,Ciampea,Indonesia,7.23S,106.22E
1895-08-01,24.641,0.43200000000000005,Ciampea,Indonesia,7.23S,106.22E
1895-09-01,25.531999999999996,0.5710000000000001,Ciampea,Indonesia,7.23S,106.22E
1895-10-01,25.769,0.5529999999999999,Ciampea,Indonesia,7.23S,106.22E
1895-11-01,25.635,0.581,Ciampea,Indonesia,7.23S,106.22E
1895-12-01,25.2,0.627,Ciampea,Indonesia,7.23S,106.22E
1896-01-01,25.592,1.194,Ciampea,Indonesia,7.23S,106.22E
1896-02-01,25.441999999999997,0.7829999999999999,Ciampea,Indonesia,7.23S,106.22E
1896-03-01,25.756,0.5870000000000001,Ciampea,Indonesia,7.23S,106.22E
1896-04-01,25.476999999999997,0.638,Ciampea,Indonesia,7.23S,106.22E
1896-05-01,26.016,0.439,Ciampea,Indonesia,7.23S,106.22E
1896-06-01,25.764,0.6409999999999999,Ciampea,Indonesia,7.23S,106.22E
1896-07-01,25.255,0.525,Ciampea,Indonesia,7.23S,106.22E
1896-08-01,25.26,0.764,Ciampea,Indonesia,7.23S,106.22E
1896-09-01,25.546999999999997,0.624,Ciampea,Indonesia,7.23S,106.22E
1896-10-01,25.874,1.357,Ciampea,Indonesia,7.23S,106.22E
1896-11-01,25.945,2.2119999999999997,Ciampea,Indonesia,7.23S,106.22E
1896-12-01,25.417,0.91,Ciampea,Indonesia,7.23S,106.22E
1897-01-01,25.542,1.9,Ciampea,Indonesia,7.23S,106.22E
1897-02-01,26.25,0.757,Ciampea,Indonesia,7.23S,106.22E
1897-03-01,25.785999999999998,0.9179999999999999,Ciampea,Indonesia,7.23S,106.22E
1897-04-01,25.825,0.6759999999999999,Ciampea,Indonesia,7.23S,106.22E
1897-05-01,26.393,0.505,Ciampea,Indonesia,7.23S,106.22E
1897-06-01,26.17,0.619,Ciampea,Indonesia,7.23S,106.22E
1897-07-01,25.346999999999998,0.499,Ciampea,Indonesia,7.23S,106.22E
1897-08-01,25.346999999999998,0.605,Ciampea,Indonesia,7.23S,106.22E
1897-09-01,25.45,0.523,Ciampea,Indonesia,7.23S,106.22E
1897-10-01,25.37,0.55,Ciampea,Indonesia,7.23S,106.22E
1897-11-01,25.511000000000006,0.8009999999999999,Ciampea,Indonesia,7.23S,106.22E
1897-12-01,25.912,0.9440000000000001,Ciampea,Indonesia,7.23S,106.22E
1898-01-01,25.277,1.0590000000000002,Ciampea,Indonesia,7.23S,106.22E
1898-02-01,25.346999999999998,0.604,Ciampea,Indonesia,7.23S,106.22E
1898-03-01,25.87,0.7609999999999999,Ciampea,Indonesia,7.23S,106.22E
1898-04-01,25.914,0.5670000000000001,Ciampea,Indonesia,7.23S,106.22E
1898-05-01,26.093000000000004,0.84,Ciampea,Indonesia,7.23S,106.22E
1898-06-01,25.535,0.484,Ciampea,Indonesia,7.23S,106.22E
1898-07-01,25.116999999999997,0.557,Ciampea,Indonesia,7.23S,106.22E
1898-08-01,25.244,0.6,Ciampea,Indonesia,7.23S,106.22E
1898-09-01,25.254,0.963,Ciampea,Indonesia,7.23S,106.22E
1898-10-01,25.094,0.893,Ciampea,Indonesia,7.23S,106.22E
1898-11-01,25.541,1.0859999999999999,Ciampea,Indonesia,7.23S,106.22E
1898-12-01,25.16,1.669,Ciampea,Indonesia,7.23S,106.22E
1899-01-01,25.201,1.844,Ciampea,Indonesia,7.23S,106.22E
1899-02-01,25.051,0.961,Ciampea,Indonesia,7.23S,106.22E
1899-03-01,25.554,0.696,Ciampea,Indonesia,7.23S,106.22E
1899-04-01,25.522,0.6829999999999999,Ciampea,Indonesia,7.23S,106.22E
1899-05-01,25.976,0.565,Ciampea,Indonesia,7.23S,106.22E
1899-06-01,25.13,0.645,Ciampea,Indonesia,7.23S,106.22E
1899-07-01,25.25,0.445,Ciampea,Indonesia,7.23S,106.22E
1899-08-01,25.146,0.953,Ciampea,Indonesia,7.23S,106.22E
1899-09-01,25.206,0.439,Ciampea,Indonesia,7.23S,106.22E
1899-10-01,25.377,0.66,Ciampea,Indonesia,7.23S,106.22E
1899-11-01,25.660999999999998,0.547,Ciampea,Indonesia,7.23S,106.22E
1899-12-01,25.066999999999997,0.848,Ciampea,Indonesia,7.23S,106.22E
1900-01-01,25.471,0.722,Ciampea,Indonesia,7.23S,106.22E
1900-02-01,25.872,1.031,Ciampea,Indonesia,7.23S,106.22E
1900-03-01,26.069000000000003,0.586,Ciampea,Indonesia,7.23S,106.22E
1900-04-01,25.879,0.503,Ciampea,Indonesia,7.23S,106.22E
1900-05-01,25.983,0.424,Ciampea,Indonesia,7.23S,106.22E
1900-06-01,25.801,0.789,Ciampea,Indonesia,7.23S,106.22E
1900-07-01,24.986,0.564,Ciampea,Indonesia,7.23S,106.22E
1900-08-01,25.008000000000006,0.5589999999999999,Ciampea,Indonesia,7.23S,106.22E
1900-09-01,25.406,0.85,Ciampea,Indonesia,7.23S,106.22E
1900-10-01,25.697,0.657,Ciampea,Indonesia,7.23S,106.22E
1900-11-01,25.836,0.9690000000000001,Ciampea,Indonesia,7.23S,106.22E
1900-12-01,25.689,0.662,Ciampea,Indonesia,7.23S,106.22E
1901-01-01,25.358,0.531,Ciampea,Indonesia,7.23S,106.22E
1901-02-01,25.203000000000007,0.741,Ciampea,Indonesia,7.23S,106.22E
1901-03-01,25.551,0.6759999999999999,Ciampea,Indonesia,7.23S,106.22E
1901-04-01,26.205,0.7190000000000001,Ciampea,Indonesia,7.23S,106.22E
1901-05-01,26.403000000000002,0.391,Ciampea,Indonesia,7.23S,106.22E
1901-06-01,25.535,0.518,Ciampea,Indonesia,7.23S,106.22E
1901-07-01,25.06,0.7070000000000001,Ciampea,Indonesia,7.23S,106.22E
1901-08-01,24.728,0.792,Ciampea,Indonesia,7.23S,106.22E
1901-09-01,25.275,0.446,Ciampea,Indonesia,7.23S,106.22E
1901-10-01,25.526999999999997,0.7290000000000001,Ciampea,Indonesia,7.23S,106.22E
1901-11-01,25.726999999999997,0.513,Ciampea,Indonesia,7.23S,106.22E
1901-12-01,25.096,0.529,Ciampea,Indonesia,7.23S,106.22E
1902-01-01,25.322,0.669,Ciampea,Indonesia,7.23S,106.22E
1902-02-01,25.085,0.706,Ciampea,Indonesia,7.23S,106.22E
1902-03-01,25.898000000000003,0.49700000000000005,Ciampea,Indonesia,7.23S,106.22E
1902-04-01,26.004,0.45399999999999996,Ciampea,Indonesia,7.23S,106.22E
1902-05-01,25.947,0.426,Ciampea,Indonesia,7.23S,106.22E
1902-06-01,25.389,0.551,Ciampea,Indonesia,7.23S,106.22E
1902-07-01,25.116999999999997,0.498,Ciampea,Indonesia,7.23S,106.22E
1902-08-01,25.0,0.708,Ciampea,Indonesia,7.23S,106.22E
1902-09-01,25.188000000000002,0.871,Ciampea,Indonesia,7.23S,106.22E
1902-10-01,25.551,0.8740000000000001,Ciampea,Indonesia,7.23S,106.22E
1902-11-01,25.695999999999998,1.2009999999999998,Ciampea,Indonesia,7.23S,106.22E
1902-12-01,25.49,0.821,Ciampea,Indonesia,7.23S,106.22E
1903-01-01,25.903000000000002,1.307,Ciampea,Indonesia,7.23S,106.22E
1903-02-01,25.523000000000003,1.037,Ciampea,Indonesia,7.23S,106.22E
1903-03-01,26.287,0.495,Ciampea,Indonesia,7.23S,106.22E
1903-04-01,25.898000000000003,0.445,Ciampea,Indonesia,7.23S,106.22E
1903-05-01,25.726,0.324,Ciampea,Indonesia,7.23S,106.22E
1903-06-01,25.654,0.5,Ciampea,Indonesia,7.23S,106.22E
1903-07-01,25.230999999999998,0.516,Ciampea,Indonesia,7.23S,106.22E
1903-08-01,25.388,0.685,Ciampea,Indonesia,7.23S,106.22E
1903-09-01,25.464000000000002,0.596,Ciampea,Indonesia,7.23S,106.22E
1903-10-01,25.204,0.726,Ciampea,Indonesia,7.23S,106.22E
1903-11-01,25.491999999999997,0.8690000000000001,Ciampea,Indonesia,7.23S,106.22E
1903-12-01,24.660999999999998,0.5589999999999999,Ciampea,Indonesia,7.23S,106.22E
1904-01-01,25.128,0.7959999999999999,Ciampea,Indonesia,7.23S,106.22E
1904-02-01,24.906,0.523,Ciampea,Indonesia,7.23S,106.22E
1904-03-01,25.484,0.5720000000000001,Ciampea,Indonesia,7.23S,106.22E
1904-04-01,25.588,0.278,Ciampea,Indonesia,7.23S,106.22E
1904-05-01,25.589000000000002,0.365,Ciampea,Indonesia,7.23S,106.22E
1904-06-01,25.063000000000002,0.451,Ciampea,Indonesia,7.23S,106.22E
1904-07-01,24.843000000000004,0.423,Ciampea,Indonesia,7.23S,106.22E
1904-08-01,24.656,0.514,Ciampea,Indonesia,7.23S,106.22E
1904-09-01,24.764,0.531,Ciampea,Indonesia,7.23S,106.22E
1904-10-01,24.839,0.42200000000000004,Ciampea,Indonesia,7.23S,106.22E
1904-11-01,25.331000000000003,0.619,Ciampea,Indonesia,7.23S,106.22E
1904-12-01,25.147,0.514,Ciampea,Indonesia,7.23S,106.22E
1905-01-01,25.395,0.6659999999999999,Ciampea,Indonesia,7.23S,106.22E
1905-02-01,25.643,0.5479999999999999,Ciampea,Indonesia,7.23S,106.22E
1905-03-01,26.441999999999997,0.532,Ciampea,Indonesia,7.23S,106.22E
1905-04-01,26.104,0.32299999999999995,Ciampea,Indonesia,7.23S,106.22E
1905-05-01,26.028000000000002,0.66,Ciampea,Indonesia,7.23S,106.22E
1905-06-01,26.048000000000002,0.314,Ciampea,Indonesia,7.23S,106.22E
1905-07-01,25.188000000000002,0.787,Ciampea,Indonesia,7.23S,106.22E
1905-08-01,24.976000000000006,0.48700000000000004,Ciampea,Indonesia,7.23S,106.22E
1905-09-01,24.899,0.665,Ciampea,Indonesia,7.23S,106.22E
1905-10-01,25.765,0.7440000000000001,Ciampea,Indonesia,7.23S,106.22E
1905-11-01,25.764000000000006,0.52,Ciampea,Indonesia,7.23S,106.22E
1905-12-01,25.896,0.735,Ciampea,Indonesia,7.23S,106.22E
1906-01-01,25.935,0.649,Ciampea,Indonesia,7.23S,106.22E
1906-02-01,26.324,0.638,Ciampea,Indonesia,7.23S,106.22E
1906-03-01,26.041,0.6659999999999999,Ciampea,Indonesia,7.23S,106.22E
1906-04-01,26.072,0.743,Ciampea,Indonesia,7.23S,106.22E
1906-05-01,26.08,0.551,Ciampea,Indonesia,7.23S,106.22E
1906-06-01,25.714000000000002,0.395,Ciampea,Indonesia,7.23S,106.22E
1906-07-01,25.41,0.408,Ciampea,Indonesia,7.23S,106.22E
1906-08-01,25.14,0.39799999999999996,Ciampea,Indonesia,7.23S,106.22E
1906-09-01,25.429000000000002,0.493,Ciampea,Indonesia,7.23S,106.22E
1906-10-01,25.114,0.385,Ciampea,Indonesia,7.23S,106.22E
1906-11-01,25.283,0.611,Ciampea,Indonesia,7.23S,106.22E
1906-12-01,25.343000000000004,0.71,Ciampea,Indonesia,7.23S,106.22E
1907-01-01,25.483,0.424,Ciampea,Indonesia,7.23S,106.22E
1907-02-01,25.441999999999997,0.5670000000000001,Ciampea,Indonesia,7.23S,106.22E
1907-03-01,25.831999999999997,0.369,Ciampea,Indonesia,7.23S,106.22E
1907-04-01,26.022,0.725,Ciampea,Indonesia,7.23S,106.22E
1907-05-01,25.911,0.5379999999999999,Ciampea,Indonesia,7.23S,106.22E
1907-06-01,25.41,0.529,Ciampea,Indonesia,7.23S,106.22E
1907-07-01,25.178,0.249,Ciampea,Indonesia,7.23S,106.22E
1907-08-01,24.741,0.42100000000000004,Ciampea,Indonesia,7.23S,106.22E
1907-09-01,24.939,0.415,Ciampea,Indonesia,7.23S,106.22E
1907-10-01,25.607,0.42700000000000005,Ciampea,Indonesia,7.23S,106.22E
1907-11-01,25.53,0.38,Ciampea,Indonesia,7.23S,106.22E
1907-12-01,25.278000000000002,0.509,Ciampea,Indonesia,7.23S,106.22E
1908-01-01,25.513,0.6920000000000001,Ciampea,Indonesia,7.23S,106.22E
1908-02-01,25.778,0.7170000000000001,Ciampea,Indonesia,7.23S,106.22E
1908-03-01,26.048,0.40399999999999997,Ciampea,Indonesia,7.23S,106.22E
1908-04-01,26.163,0.297,Ciampea,Indonesia,7.23S,106.22E
1908-05-01,26.053,0.509,Ciampea,Indonesia,7.23S,106.22E
1908-06-01,25.177,0.4,Ciampea,Indonesia,7.23S,106.22E
1908-07-01,24.668000000000003,0.746,Ciampea,Indonesia,7.23S,106.22E
1908-08-01,24.8,0.5379999999999999,Ciampea,Indonesia,7.23S,106.22E
1908-09-01,24.858,0.415,Ciampea,Indonesia,7.23S,106.22E
1908-10-01,25.138,0.349,Ciampea,Indonesia,7.23S,106.22E
1908-11-01,25.235000000000007,0.395,Ciampea,Indonesia,7.23S,106.22E
1908-12-01,25.391,0.501,Ciampea,Indonesia,7.23S,106.22E
1909-01-01,25.819000000000003,0.64,Ciampea,Indonesia,7.23S,106.22E
1909-02-01,25.743,0.461,Ciampea,Indonesia,7.23S,106.22E
1909-03-01,25.76,0.441,Ciampea,Indonesia,7.23S,106.22E
1909-04-01,25.889,0.488,Ciampea,Indonesia,7.23S,106.22E
1909-05-01,25.928,0.433,Ciampea,Indonesia,7.23S,106.22E
1909-06-01,25.274,0.594,Ciampea,Indonesia,7.23S,106.22E
1909-07-01,25.116999999999997,0.314,Ciampea,Indonesia,7.23S,106.22E
1909-08-01,25.186999999999998,0.441,Ciampea,Indonesia,7.23S,106.22E
1909-09-01,25.296999999999997,0.381,Ciampea,Indonesia,7.23S,106.22E
1909-10-01,25.245,0.58,Ciampea,Indonesia,7.23S,106.22E
1909-11-01,25.074,0.43700000000000006,Ciampea,Indonesia,7.23S,106.22E
1909-12-01,24.896,1.306,Ciampea,Indonesia,7.23S,106.22E
1910-01-01,25.524,0.652,Ciampea,Indonesia,7.23S,106.22E
1910-02-01,25.691999999999997,0.616,Ciampea,Indonesia,7.23S,106.22E
1910-03-01,25.838,0.48200000000000004,Ciampea,Indonesia,7.23S,106.22E
1910-04-01,25.883000000000003,0.539,Ciampea,Indonesia,7.23S,106.22E
1910-05-01,25.892,0.354,Ciampea,Indonesia,7.23S,106.22E
1910-06-01,25.369,0.45899999999999996,Ciampea,Indonesia,7.23S,106.22E
1910-07-01,25.410999999999998,0.363,Ciampea,Indonesia,7.23S,106.22E
1910-08-01,25.033,0.38,Ciampea,Indonesia,7.23S,106.22E
1910-09-01,25.313000000000002,0.289,Ciampea,Indonesia,7.23S,106.22E
1910-10-01,24.807,0.45799999999999996,Ciampea,Indonesia,7.23S,106.22E
1910-11-01,25.331000000000003,0.9109999999999999,Ciampea,Indonesia,7.23S,106.22E
1910-12-01,24.954,0.401,Ciampea,Indonesia,7.23S,106.22E
1911-01-01,25.14,0.39899999999999997,Ciampea,Indonesia,7.23S,106.22E
1911-02-01,25.159,0.693,Ciampea,Indonesia,7.23S,106.22E
1911-03-01,26.215,0.6729999999999999,Ciampea,Indonesia,7.23S,106.22E
1911-04-01,26.191000000000006,0.586,Ciampea,Indonesia,7.23S,106.22E
1911-05-01,25.961,0.428,Ciampea,Indonesia,7.23S,106.22E
1911-06-01,25.729,0.46399999999999997,Ciampea,Indonesia,7.23S,106.22E
1911-07-01,25.076,0.344,Ciampea,Indonesia,7.23S,106.22E
1911-08-01,24.648000000000003,1.11,Ciampea,Indonesia,7.23S,106.22E
1911-09-01,25.23,0.846,Ciampea,Indonesia,7.23S,106.22E
1911-10-01,25.366999999999997,0.648,Ciampea,Indonesia,7.23S,106.22E
1911-11-01,25.741999999999997,1.002,Ciampea,Indonesia,7.23S,106.22E
1911-12-01,25.445,0.564,Ciampea,Indonesia,7.23S,106.22E
1912-01-01,25.831,0.7809999999999999,Ciampea,Indonesia,7.23S,106.22E
1912-02-01,26.183000000000003,0.644,Ciampea,Indonesia,7.23S,106.22E
1912-03-01,26.27,0.491,Ciampea,Indonesia,7.23S,106.22E
1912-04-01,26.668000000000003,0.306,Ciampea,Indonesia,7.23S,106.22E
1912-05-01,26.425,0.47,Ciampea,Indonesia,7.23S,106.22E
1912-06-01,25.798000000000002,0.502,Ciampea,Indonesia,7.23S,106.22E
1912-07-01,25.22,0.332,Ciampea,Indonesia,7.23S,106.22E
1912-08-01,25.238000000000003,0.445,Ciampea,Indonesia,7.23S,106.22E
1912-09-01,25.476,0.396,Ciampea,Indonesia,7.23S,106.22E
1912-10-01,25.303,0.547,Ciampea,Indonesia,7.23S,106.22E
1912-11-01,25.357000000000006,0.376,Ciampea,Indonesia,7.23S,106.22E
1912-12-01,25.677,0.354,Ciampea,Indonesia,7.23S,106.22E
1913-01-01,25.606,0.396,Ciampea,Indonesia,7.23S,106.22E
1913-02-01,26.201999999999998,0.531,Ciampea,Indonesia,7.23S,106.22E
1913-03-01,25.715999999999998,0.308,Ciampea,Indonesia,7.23S,106.22E
1913-04-01,25.851,0.276,Ciampea,Indonesia,7.23S,106.22E
1913-05-01,25.869,0.33,Ciampea,Indonesia,7.23S,106.22E
1913-06-01,25.548000000000002,0.254,Ciampea,Indonesia,7.23S,106.22E
1913-07-01,25.035,0.315,Ciampea,Indonesia,7.23S,106.22E
1913-08-01,24.879,0.415,Ciampea,Indonesia,7.23S,106.22E
1913-09-01,25.136,0.423,Ciampea,Indonesia,7.23S,106.22E
1913-10-01,25.23,0.59,Ciampea,Indonesia,7.23S,106.22E
1913-11-01,25.724,0.498,Ciampea,Indonesia,7.23S,106.22E
1913-12-01,25.724,0.51,Ciampea,Indonesia,7.23S,106.22E
1914-01-01,25.971,0.616,Ciampea,Indonesia,7.23S,106.22E
1914-02-01,26.154,0.46799999999999997,Ciampea,Indonesia,7.23S,106.22E
1914-03-01,26.378,0.45899999999999996,Ciampea,Indonesia,7.23S,106.22E
1914-04-01,26.045,0.39299999999999996,Ciampea,Indonesia,7.23S,106.22E
1914-05-01,25.956,0.525,Ciampea,Indonesia,7.23S,106.22E
