03,0.217,Kasugai,Japan,34.56N,136.22E
1968-02-01,19.125,0.498,Katihar,India,24.92N,86.90E
1968-03-01,25.610000000000007,0.41600000000000004,Katihar,India,24.92N,86.90E
1968-04-01,29.705,0.408,Katihar,India,24.92N,86.90E
1968-05-01,32.025999999999996,0.782,Katihar,India,24.92N,86.90E
1968-06-01,29.191,0.419,Katihar,India,24.92N,86.90E
1968-07-01,28.858,0.32799999999999996,Katihar,India,24.92N,86.90E
1968-08-01,28.968000000000004,0.22399999999999998,Katihar,India,24.92N,86.90E
1968-09-01,29.566000000000006,0.24600000000000002,Katihar,India,24.92N,86.90E
1968-10-01,26.191999999999997,0.315,Katihar,India,24.92N,86.90E
1968-11-01,22.34,0.132,Katihar,India,24.92N,86.90E
1968-12-01,17.695,0.337,Katihar,India,24.92N,86.90E
1969-01-01,16.794,0.39299999999999996,Katihar,India,24.92N,86.90E
1969-02-01,20.824,0.488,Katihar,India,24.92N,86.90E
1969-03-01,27.008000000000006,0.24,Katihar,India,24.92N,86.90E
1969-04-01,30.73,0.7509999999999999,Katihar,India,24.92N,86.90E
1969-05-01,30.969,0.309,Katihar,India,24.92N,86.90E
1969-06-01,30.991999999999997,0.47600000000000003,Katihar,India,24.92N,86.90E
1969-07-01,29.435,0.305,Katihar,India,24.92N,86.90E
1969-08-01,28.614,0.391,Katihar,India,24.92N,86.90E
1969-09-01,28.622,0.239,Katihar,India,24.92N,86.90E
1969-10-01,26.976,0.43,Katihar,India,24.92N,86.90E
1969-11-01,23.278000000000002,0.433,Katihar,India,24.92N,86.90E
1969-12-01,18.369,0.376,Katihar,India,24.92N,86.90E
1970-01-01,17.474999999999998,0.485,Katihar,India,24.92N,86.90E
1970-02-01,20.079,0.226,Katihar,India,24.92N,86.90E
1970-03-01,25.936999999999998,0.35100000000000003,Katihar,India,24.92N,86.90E
1970-04-01,30.902,0.782,Katihar,India,24.92N,86.90E
1970-05-01,32.219,0.893,Katihar,India,24.92N,86.90E
1970-06-01,29.984,0.365,Katihar,India,24.92N,86.90E
1970-07-01,29.09,0.23600000000000002,Katihar,India,24.92N,86.90E
1970-08-01,29.294,0.315,Katihar,India,24.92N,86.90E
1970-09-01,28.628,0.311,Katihar,India,24.92N,86.90E
1970-10-01,26.976,0.28,Katihar,India,24.92N,86.90E
1970-11-01,22.051,0.478,Katihar,India,24.92N,86.90E
1970-12-01,17.61,0.155,Katihar,India,24.92N,86.90E
1971-01-01,16.928,0.382,Katihar,India,24.92N,86.90E
1971-02-01,19.227,0.48200000000000004,Katihar,India,24.92N,86.90E
1971-03-01,24.813,0.39,Katihar,India,24.92N,86.90E
1971-04-01,27.862,0.49,Katihar,India,24.92N,86.90E
1971-05-01,29.34,0.405,Katihar,India,24.92N,86.90E
1971-06-01,29.155,0.774,Katihar,India,24.92N,86.90E
1971-07-01,28.426,0.295,Katihar,India,24.92N,86.90E
1971-08-01,27.815,0.255,Katihar,India,24.92N,86.90E
1971-09-01,28.641,0.20600000000000002,Katihar,India,24.92N,86.90E
1971-10-01,26.655,0.353,Katihar,India,24.92N,86.90E
1971-11-01,21.835,0.7759999999999999,Katihar,India,24.92N,86.90E
1971-12-01,18.154,0.48,Katihar,India,24.92N,86.90E
1972-01-01,17.043,0.586,Katihar,India,24.92N,86.90E
1972-02-01,18.257,0.531,Katihar,India,24.92N,86.90E
1972-03-01,26.002,0.5870000000000001,Katihar,India,24.92N,86.90E
1972-04-01,29.736,0.569,Katihar,India,24.92N,86.90E
1972-05-01,32.245,0.701,Katihar,India,24.92N,86.90E
1972-06-01,31.416,0.57,Katihar,India,24.92N,86.90E
1972-07-01,29.655,0.414,Katihar,India,24.92N,86.90E
1972-08-01,28.794,0.345,Katihar,India,24.92N,86.90E
1972-09-01,28.313,0.395,Katihar,India,24.92N,86.90E
1972-10-01,26.531999999999996,0.594,Katihar,India,24.92N,86.90E
1972-11-01,22.285,0.547,Katihar,India,24.92N,86.90E
1972-12-01,18.281,0.514,Katihar,India,24.92N,86.90E
1973-01-01,17.585,0.74,Katihar,India,24.92N,86.90E
1973-02-01,21.353,0.28,Katihar,India,24.92N,86.90E
1973-03-01,25.553,0.701,Katihar,India,24.92N,86.90E
1973-04-01,31.346,0.685,Katihar,India,24.92N,86.90E
1973-05-01,30.819000000000006,0.546,Katihar,India,24.92N,86.90E
1973-06-01,30.329,0.27699999999999997,Katihar,India,24.92N,86.90E
1973-07-01,29.386999999999997,0.8079999999999999,Katihar,India,24.92N,86.90E
1973-08-01,28.978,0.319,Katihar,India,24.92N,86.90E
1973-09-01,28.488000000000003,0.166,Katihar,India,24.92N,86.90E
1973-10-01,26.509,0.498,Katihar,India,24.92N,86.90E
1973-11-01,22.328000000000003,0.5760000000000001,Katihar,India,24.92N,86.90E
1973-12-01,17.428,0.27399999999999997,Katihar,India,24.92N,86.90E
1974-01-01,16.794999999999998,0.531,Katihar,India,24.92N,86.90E
1974-02-01,20.02,0.33399999999999996,Katihar,India,24.92N,86.90E
1974-03-01,26.267000000000003,0.49700000000000005,Katihar,India,24.92N,86.90E
1974-04-01,30.538,0.51,Katihar,India,24.92N,86.90E
1974-05-01,31.108,0.519,Katihar,India,24.92N,86.90E
1974-06-01,31.148000000000003,0.48200000000000004,Katihar,India,24.92N,86.90E
1974-07-01,28.18,0.36,Katihar,India,24.92N,86.90E
1974-08-01,29.044,0.35700000000000004,Katihar,India,24.92N,86.90E
1974-09-01,28.285,0.48100000000000004,Katihar,India,24.92N,86.90E
1974-10-01,27.908,0.303,Katihar,India,24.92N,86.90E
1974-11-01,23.119,0.302,Katihar,India,24.92N,86.90E
1974-12-01,16.965999999999998,0.298,Katihar,India,24.92N,86.90E
1975-01-01,16.554000000000002,0.23600000000000002,Katihar,India,24.92N,86.90E
1975-02-01,20.410999999999998,0.344,Katihar,India,24.92N,86.90E
1975-03-01,26.394,0.569,Katihar,India,24.92N,86.90E
1975-04-01,31.07,0.632,Katihar,India,24.92N,86.90E
1975-05-01,32.085,0.516,Katihar,India,24.92N,86.90E
1975-06-01,31.291,0.688,Katihar,India,24.92N,86.90E
1975-07-01,28.436,0.31,Katihar,India,24.92N,86.90E
1975-08-01,28.880000000000006,0.632,Katihar,India,24.92N,86.90E
1975-09-01,28.688,0.679,Katihar,India,24.92N,86.90E
1975-10-01,28.156,0.3,Katihar,India,24.92N,86.90E
1975-11-01,21.92,0.304,Katihar,India,24.92N,86.90E
1975-12-01,17.423,0.231,Katihar,India,24.92N,86.90E
1976-01-01,17.122,0.402,Katihar,India,24.92N,86.90E
1976-02-01,21.019,0.32799999999999996,Katihar,India,24.92N,86.90E
1976-03-01,26.554,0.299,Katihar,India,24.92N,86.90E
1976-04-01,30.08,0.41100000000000003,Katihar,India,24.92N,86.90E
1976-05-01,30.436,0.575,Katihar,India,24.92N,86.90E
1976-06-01,30.647,0.507,Katihar,India,24.92N,86.90E
1976-07-01,29.178,0.37,Katihar,India,24.92N,86.90E
1976-08-01,28.430999999999997,0.18899999999999997,Katihar,India,24.92N,86.90E
1976-09-01,28.353,0.423,Katihar,India,24.92N,86.90E
1976-10-01,26.928,0.625,Katihar,India,24.92N,86.90E
1976-11-01,24.085,0.547,Katihar,India,24.92N,86.90E
1976-12-01,18.045,0.5,Katihar,India,24.92N,86.90E
1977-01-01,16.811,0.5760000000000001,Katihar,India,24.92N,86.90E
1977-02-01,20.472,0.405,Katihar,India,24.92N,86.90E
1977-03-01,27.653,0.47600000000000003,Katihar,India,24.92N,86.90E
1977-04-01,29.508000000000003,0.332,Katihar,India,24.92N,86.90E
1977-05-01,29.078000000000003,0.433,Katihar,India,24.92N,86.90E
1977-06-01,29.524,0.27699999999999997,Katihar,India,24.92N,86.90E
1977-07-01,28.791,0.442,Katihar,India,24.92N,86.90E
1977-08-01,29.174000000000003,0.23600000000000002,Katihar,India,24.92N,86.90E
1977-09-01,28.915000000000006,0.135,Katihar,India,24.92N,86.90E
1977-10-01,26.311,0.35,Katihar,India,24.92N,86.90E
1977-11-01,23.599,0.187,Katihar,India,24.92N,86.90E
1977-12-01,18.125,0.341,Katihar,India,24.92N,86.90E
1978-01-01,15.896999999999998,0.312,Katihar,India,24.92N,86.90E
1978-02-01,19.507,0.213,Katihar,India,24.92N,86.90E
1978-03-01,24.433000000000003,0.5760000000000001,Katihar,India,24.92N,86.90E
1978-04-01,29.516,0.703,Katihar,India,24.92N,86.90E
1978-05-01,31.076999999999998,0.847,Katihar,India,24.92N,86.90E
1978-06-01,29.865,0.519,Katihar,India,24.92N,86.90E
1978-07-01,28.805,0.40299999999999997,Katihar,India,24.92N,86.90E
1978-08-01,29.114,0.281,Katihar,India,24.92N,86.90E
1978-09-01,28.122,0.172,Katihar,India,24.92N,86.90E
1978-10-01,26.787,0.349,Katihar,India,24.92N,86.90E
1978-11-01,23.386,0.23,Katihar,India,24.92N,86.90E
1978-12-01,18.028,0.488,Katihar,India,24.92N,86.90E
1979-01-01,17.928,0.297,Katihar,India,24.92N,86.90E
1979-02-01,19.217,0.37,Katihar,India,24.92N,86.90E
1979-03-01,25.545,0.6,Katihar,India,24.92N,86.90E
1979-04-01,30.504,0.922,Katihar,India,24.92N,86.90E
1979-05-01,32.624,0.49200000000000005,Katihar,India,24.92N,86.90E
1979-06-01,31.570999999999998,0.35600000000000004,Katihar,India,24.92N,86.90E
1979-07-01,29.4,0.22899999999999998,Katihar,India,24.92N,86.90E
1979-08-01,29.401,0.366,Katihar,India,24.92N,86.90E
1979-09-01,29.095,0.305,Katihar,India,24.92N,86.90E
1979-10-01,27.268,0.161,Katihar,India,24.92N,86.90E
1979-11-01,24.868000000000002,0.35,Katihar,India,24.92N,86.90E
1979-12-01,18.414,0.26899999999999996,Katihar,India,24.92N,86.90E
1980-01-01,17.214000000000002,0.384,Katihar,India,24.92N,86.90E
1980-02-01,20.790000000000006,0.528,Katihar,India,24.92N,86.90E
1980-03-01,26.1,0.52,Katihar,India,24.92N,86.90E
1980-04-01,31.557,0.81,Katihar,India,24.92N,86.90E
1980-05-01,30.815,1.071,Katihar,India,24.92N,86.90E
1980-06-01,29.554000000000002,0.65,Katihar,India,24.92N,86.90E
1980-07-01,28.987,0.336,Katihar,India,24.92N,86.90E
1980-08-01,29.051,0.452,Katihar,India,24.92N,86.90E
1980-09-01,29.08,0.17300000000000001,Katihar,India,24.92N,86.90E
1980-10-01,26.802,0.344,Katihar,India,24.92N,86.90E
1980-11-01,22.982,0.52,Katihar,India,24.92N,86.90E
1980-12-01,18.671,0.306,Katihar,India,24.92N,86.90E
1981-01-01,16.738,0.139,Katihar,India,24.92N,86.90E
1981-02-01,20.548,0.384,Katihar,India,24.92N,86.90E
1981-03-01,24.980999999999998,0.369,Katihar,India,24.92N,86.90E
1981-04-01,28.29,1.035,Katihar,India,24.92N,86.90E
1981-05-01,29.54,0.664,Katihar,India,24.92N,86.90E
1981-06-01,30.593000000000004,0.27699999999999997,Katihar,India,24.92N,86.90E
1981-07-01,28.656,0.265,Katihar,India,24.92N,86.90E
1981-08-01,29.151,0.326,Katihar,India,24.92N,86.90E
1981-09-01,28.771,0.405,Katihar,India,24.92N,86.90E
1981-10-01,26.795,0.534,Katihar,India,24.92N,86.90E
1981-11-01,22.1,0.293,Katihar,India,24.92N,86.90E
1981-12-01,17.658,0.374,Katihar,India,24.92N,86.90E
1982-01-01,18.269000000000002,0.276,Katihar,India,24.92N,86.90E
1982-02-01,19.866,0.29,Katihar,India,24.92N,86.90E
1982-03-01,24.368,0.5920000000000001,Katihar,India,24.92N,86.90E
1982-04-01,29.2,1.045,Katihar,India,24.92N,86.90E
1982-05-01,31.866999999999997,1.199,Katihar,India,24.92N,86.90E
1982-06-01,30.101999999999997,0.414,Katihar,India,24.92N,86.90E
1982-07-01,29.928,0.665,Katihar,India,24.92N,86.90E
1982-08-01,28.77,0.36700000000000005,Katihar,India,24.92N,86.90E
1982-09-01,29.281,0.433,Katihar,India,24.92N,86.90E
1982-10-01,26.633000000000003,0.473,Katihar,India,24.92N,86.90E
1982-11-01,22.343000000000004,0.516,Katihar,India,24.92N,86.90E
1982-12-01,17.843,0.605,Katihar,India,24.92N,86.90E
1983-01-01,15.937000000000001,0.306,Katihar,India,24.92N,86.90E
1983-02-01,19.476000000000006,0.5489999999999999,Katihar,India,24.92N,86.90E
1983-03-01,25.897,0.373,Katihar,India,24.92N,86.90E
1983-04-01,28.649,0.42700000000000005,Katihar,India,24.92N,86.90E
1983-05-01,30.229,0.546,Katihar,India,24.92N,86.90E
1983-06-01,31.641,0.841,Katihar,India,24.92N,86.90E
1983-07-01,29.671,0.42700000000000005,Katihar,India,24.92N,86.90E
1983-08-01,29.259,0.313,Katihar,India,24.92N,86.90E
1983-09-01,28.939,0.344,Katihar,India,24.92N,86.90E
1983-10-01,26.586,0.402,Katihar,India,24.92N,86.90E
1983-11-01,22.337,0.289,Katihar,India,24.92N,86.90E
1983-12-01,17.674,0.389,Katihar,India,24.92N,86.90E
1984-01-01,16.677,0.5820000000000001,Katihar,India,24.92N,86.90E
1984-02-01,19.369,0.545,Katihar,India,24.92N,86.90E
1984-03-01,26.572000000000006,0.45399999999999996,Katihar,India,24.92N,86.90E
1984-04-01,30.929000000000002,0.165,Katihar,India,24.92N,86.90E
1984-05-01,31.814,1.08,Katihar,India,24.92N,86.90E
1984-06-01,29.363000000000003,0.685,Katihar,India,24.92N,86.90E
1984-07-01,28.531999999999996,0.40700000000000003,Katihar,India,24.92N,86.90E
1984-08-01,28.746,0.40299999999999997,Katihar,India,24.92N,86.90E
1984-09-01,28.081,0.368,Katihar,India,24.92N,86.90E
1984-10-01,27.366999999999997,0.141,Katihar,India,24.92N,86.90E
1984-11-01,21.878,0.43799999999999994,Katihar,India,24.92N,86.90E
1984-12-01,18.549,0.779,Katihar,India,24.92N,86.90E
1985-01-01,17.784000000000002,0.316,Katihar,India,24.92N,86.90E
1985-02-01,20.227,0.384,Katihar,India,24.92N,86.90E
1985-03-01,27.67,0.721,Katihar,India,24.92N,86.90E
1985-04-01,31.1,0.413,Katihar,India,24.92N,86.90E
1985-05-01,30.726,0.62,Katihar,India,24.92N,86.90E
1985-06-01,30.848000000000003,0.37799999999999995,Katihar,India,24.92N,86.90E
1985-07-01,28.28,0.435,Katihar,India,24.92N,86.90E
1985-08-01,29.261000000000006,0.493,Katihar,India,24.92N,86.90E
1985-09-01,28.552,0.634,Katihar,India,24.92N,86.90E
1985-10-01,26.522,0.34299999999999997,Katihar,India,24.92N,86.90E
1985-11-01,22.517,0.569,Katihar,India,24.92N,86.90E
1985-12-01,19.212,0.39399999999999996,Katihar,India,24.92N,86.90E
1986-01-01,17.471,0.425,Katihar,India,24.92N,86.90E
1986-02-01,20.56,0.373,Katihar,India,24.92N,86.90E
1986-03-01,26.322000000000006,0.8009999999999999,Katihar,India,24.92N,86.90E
1986-04-01,29.629,0.223,Katihar,India,24.92N,86.90E
1986-05-01,29.711,0.6409999999999999,Katihar,India,24.92N,86.90E
1986-06-01,31.083000000000002,0.599,Katihar,India,24.92N,86.90E
1986-07-01,28.81,0.312,Katihar,India,24.92N,86.90E
1986-08-01,29.101999999999997,0.79,Katihar,India,24.92N,86.90E
1986-09-01,28.475,0.342,Katihar,India,24.92N,86.90E
1986-10-01,25.848000000000003,0.249,Katihar,India,24.92N,86.90E
1986-11-01,23.184,0.41200000000000003,Katihar,India,24.92N,86.90E
1986-12-01,18.671,0.616,Katihar,India,24.92N,86.90E
1987-01-01,17.172,0.41700000000000004,Katihar,India,24.92N,86.90E
1987-02-01,21.714,0.61,Katihar,India,24.92N,86.90E
1987-03-01,26.101000000000006,0.33399999999999996,Katihar,India,24.92N,86.90E
1987-04-01,29.859,0.401,Katihar,India,24.92N,86.90E
1987-05-01,31.283,0.498,Katihar,India,24.92N,86.90E
1987-06-01,31.79,0.382,Katihar,India,24.92N,86.90E
1987-07-01,28.867,0.387,Katihar,India,24.92N,86.90E
1987-08-01,28.83,0.536,Katihar,India,24.92N,86.90E
1987-09-01,29.061,0.41700000000000004,Katihar,India,24.92N,86.90E
1987-10-01,27.365,0.451,Katihar,India,24.92N,86.90E
1987-11-01,23.228,0.557,Katihar,India,24.92N,86.90E
1987-12-01,19.046,0.551,Katihar,India,24.92N,86.90E
1988-01-01,18.362000000000002,0.606,Katihar,India,24.92N,86.90E
1988-02-01,21.359,0.6890000000000001,Katihar,India,24.92N,86.90E
1988-03-01,26.004,0.39799999999999996,Katihar,India,24.92N,86.90E
1988-04-01,30.574,0.45299999999999996,Katihar,India,24.92N,86.90E
1988-05-01,31.630000000000006,0.43799999999999994,Katihar,India,24.92N,86.90E
1988-06-01,29.901,0.43700000000000006,Katihar,India,24.92N,86.90E
1988-07-01,29.275,0.268,Katihar,India,24.92N,86.90E
1988-08-01,29.256999999999998,0.23,Katihar,India,24.92N,86.90E
1988-09-01,29.839,0.28300000000000003,Katihar,India,24.92N,86.90E
1988-10-01,27.46,0.757,Katihar,India,24.92N,86.90E
1988-11-01,23.079,0.5539999999999999,Katihar,India,24.92N,86.90E
1988-12-01,19.585,0.647,Katihar,India,24.92N,86.90E
1989-01-01,16.512,0.588,Katihar,India,24.92N,86.90E
1989-02-01,20.410999999999998,0.856,Katihar,India,24.92N,86.90E
1989-03-01,25.921000000000006,0.595,Katihar,India,24.92N,86.90E
1989-04-01,30.836,0.8740000000000001,Katihar,India,24.92N,86.90E
1989-05-01,31.564,0.27399999999999997,Katihar,India,24.92N,86.90E
1989-06-01,29.886,0.35700000000000004,Katihar,India,24.92N,86.90E
1989-07-01,28.965,0.306,Katihar,India,24.92N,86.90E
1989-08-01,29.244,0.33299999999999996,Katihar,India,24.92N,86.90E
1989-09-01,28.958,0.321,Katihar,India,24.92N,86.90E
1989-10-01,27.526,0.45299999999999996,Katihar,India,24.92N,86.90E
1989-11-01,22.51,0.363,Katihar,India,24.92N,86.90E
1989-12-01,17.634,0.42100000000000004,Katihar,India,24.92N,86.90E
1990-01-01,17.921,0.802,Katihar,India,24.92N,86.90E
1990-02-01,20.756,0.436,Katihar,India,24.92N,86.90E
1990-03-01,24.406,0.43700000000000006,Katihar,India,24.92N,86.90E
1990-04-01,29.403000000000002,0.19399999999999998,Katihar,India,24.92N,86.90E
1990-05-01,30.548,0.375,Katihar,India,24.92N,86.90E
1990-06-01,30.709,0.34299999999999997,Katihar,India,24.92N,86.90E
1990-07-01,28.747,0.395,Katihar,India,24.92N,86.90E
1990-08-01,29.515,0.251,Katihar,India,24.92N,86.90E
1990-09-01,29.252,0.32799999999999996,Katihar,India,24.92N,86.90E
1990-10-01,25.865,0.345,Katihar,India,24.92N,86.90E
1990-11-01,23.669,0.424,Katihar,India,24.92N,86.90E
1990-12-01,18.788,0.268,Katihar,India,24.92N,86.90E
1991-01-01,16.582,0.28,Katihar,India,24.92N,86.90E
1991-02-01,21.866,0.36200000000000004,Katihar,India,24.92N,86.90E
1991-03-01,26.455,0.342,Katihar,India,24.92N,86.90E
1991-04-01,29.99,0.289,Katihar,India,24.92N,86.90E
1991-05-01,31.467,0.9309999999999999,Katihar,India,24.92N,86.90E
1991-06-01,29.980999999999998,0.37,Katihar,India,24.92N,86.90E
1991-07-01,29.524,0.24,Katihar,India,24.92N,86.90E
1991-08-01,29.199,0.418,Katihar,India,24.92N,86.90E
1991-09-01,28.680999999999997,0.33299999999999996,Katihar,India,24.92N,86.90E
1991-10-01,26.93,0.46299999999999997,Katihar,India,24.92N,86.90E
1991-11-01,22.144000000000002,0.675,Katihar,India,24.92N,86.90E
1991-12-01,17.73,0.341,Katihar,India,24.92N,86.90E
1992-01-01,16.576999999999998,0.375,Katihar,India,24.92N,86.90E
1992-02-01,19.145,0.384,Katihar,India,24.92N,86.90E
1992-03-01,26.747,0.261,Katihar,India,24.92N,86.90E
1992-04-01,31.062,0.292,Katihar,India,24.92N,86.90E
1992-05-01,30.41,0.218,Katihar,India,24.92N,86.90E
1992-06-01,30.952,0.442,Katihar,India,24.92N,86.90E
1992-07-01,28.776,0.23600000000000002,Katihar,India,24.92N,86.90E
1992-08-01,29.103,0.263,Katihar,India,24.92N,86.90E
1992-09-01,29.064,0.254,Katihar,India,24.92N,86.90E
1992-10-01,27.039,0.311,Katihar,India,24.92N,86.90E
1992-11-01,22.766,0.49200000000000005,Katihar,India,24.92N,86.90E
1992-12-01,17.754,0.43700000000000006,Katihar,India,24.92N,86.90E
1993-01-01,16.425,0.981,Katihar,India,24.92N,86.90E
1993-02-01,21.587,0.433,Katihar,India,24.92N,86.90E
1993-03-01,24.895000000000003,0.341,Katihar,India,24.92N,86.90E
1993-04-01,29.028000000000002,0.247,Katihar,India,24.92N,86.90E
1993-05-01,30.615,0.272,Katihar,India,24.92N,86.90E
1993-06-01,30.139,0.336,Katihar,India,24.92N,86.90E
1993-07-01,29.519000000000002,0.374,Katihar,India,24.92N,86.90E
1993-08-01,28.913,0.36700000000000005,Katihar,India,24.92N,86.90E
1993-09-01,28.414,0.22399999999999998,Katihar,India,24.92N,86.90E
1993-10-01,27.557,0.27899999999999997,Katihar,India,24.92N,86.90E
1993-11-01,23.215,0.252,Katihar,India,24.92N,86.90E
1993-12-01,18.815,0.278,Katihar,India,24.92N,86.90E
1994-01-01,18.044,0.314,Katihar,India,24.92N,86.90E
1994-02-01,19.86,0.37,Katihar,India,24.92N,86.90E
1994-03-01,26.508000000000006,0.33399999999999996,Katihar,India,24.92N,86.90E
1994-04-01,29.648000000000003,0.31,Katihar,India,24.92N,86.90E
1994-05-01,32.006,0.336,Katihar,India,24.92N,86.90E
1994-06-01,30.372,0.317,Katihar,India,24.92N,86.90E
1994-07-01,29.358,0.39799999999999996,Katihar,India,24.92N,86.90E
1994-08-01,29.241999999999997,0.342,Katihar,India,24.92N,86.90E
1994-09-01,29.0,0.284,Katihar,India,24.92N,86.90E
1994-10-01,26.909000000000002,0.218,Katihar,India,24.92N,86.90E
1994-11-01,22.578000000000003,0.48100000000000004,Katihar,India,24.92N,86.90E
1994-12-01,18.022000000000002,0.45399999999999996,Katihar,India,24.92N,86.90E
1995-01-01,16.108,0.153,Katihar,India,24.92N,86.90E
1995-02-01,20.315,0.631,Katihar,India,24.92N,86.90E
1995-03-01,25.775,0.622,Katihar,India,24.92N,86.90E
1995-04-01,30.69,0.34299999999999997,Katihar,India,24.92N,86.90E
1995-05-01,32.961999999999996,0.255,Katihar,India,24.92N,86.90E
1995-06-01,31.204,0.191,Katihar,India,24.92N,86.90E
1995-07-01,28.999000000000002,0.263,Katihar,India,24.92N,86.90E
1995-08-01,29.130000000000006,0.311,Katihar,India,24.92N,86.90E
1995-09-01,28.753,0.264,Katihar,India,24.92N,86.90E
1995-10-01,27.44,0.22,Katihar,India,24.92N,86.90E
1995-11-01,22.542,0.469,Katihar,India,24.92N,86.90E
1995-12-01,18.408,0.314,Katihar,India,24.92N,86.90E
1996-01-01,17.378,0.40700000000000003,Katihar,India,24.92N,86.90E
1996-02-01,20.748,0.335,Katihar,India,24.92N,86.90E
1996-03-01,27.123,0.384,Katihar,India,24.92N,86.90E
1996-04-01,30.464000000000002,0.244,Katihar,India,24.92N,86.90E
1996-05-01,32.446,0.368,Katihar,India,24.92N,86.90E
1996-06-01,30.022,0.493,Katihar,India,24.92N,86.90E
1996-07-01,29.406,0.442,Katihar,India,24.92N,86.90E
1996-08-01,28.688,0.324,Katihar,India,24.92N,86.90E
1996-09-01,29.3,0.20600000000000002,Katihar,India,24.92N,86.90E
1996-10-01,26.694000000000003,0.142,Katihar,India,24.92N,86.90E
1996-11-01,22.59,0.534,Katihar,India,24.92N,86.90E
1996-12-01,17.988,0.34299999999999997,Katihar,India,24.92N,86.90E
1997-01-01,16.616,0.371,Katihar,India,24.92N,86.90E
1997-02-01,19.685,0.428,Katihar,India,24.92N,86.90E
1997-03-01,26.353,0.245,Katihar,India,24.92N,86.90E
1997-04-01,27.763,1.038,Katihar,India,24.92N,86.90E
1997-05-01,31.348000000000006,0.539,Katihar,India,24.92N,86.90E
1997-06-01,31.018,0.293,Katihar,India,24.92N,86.90E
1997-07-01,29.028000000000002,0.308,Katihar,India,24.92N,86.90E
1997-08-01,29.160999999999998,0.187,Katihar,India,24.92N,86.90E
1997-09-01,28.643,0.24600000000000002,Katihar,India,24.92N,86.90E
1997-10-01,26.055,0.253,Katihar,India,24.92N,86.90E
1997-11-01,23.555,0.375,Katihar,India,24.92N,86.90E
1997-12-01,17.843,0.261,Katihar,India,24.92N,86.90E
1998-01-01,16.093999999999998,0.282,Katihar,India,24.92N,86.90E
1998-02-01,21.0,0.159,Katihar,India,24.92N,86.90E
1998-03-01,24.162000000000006,0.41,Katihar,India,24.92N,86.90E
1998-04-01,29.387,0.473,Katihar,India,24.92N,86.90E
1998-05-01,31.729,0.489,Katihar,India,24.92N,86.90E
1998-06-01,32.108000000000004,0.48100000000000004,Katihar,India,24.92N,86.90E
1998-07-01,29.358,0.114,Katihar,India,24.92N,86.90E
1998-08-01,29.27,0.203,Katihar,India,24.92N,86.90E
1998-09-01,29.163,0.335,Katihar,India,24.92N,86.90E
1998-10-01,28.281,0.285,Katihar,India,24.92N,86.90E
1998-11-01,24.326,0.188,Katihar,India,24.92N,86.90E
1998-12-01,18.778,0.35700000000000004,Katihar,India,24.92N,86.90E
1999-01-01,16.915,0.375,Katihar,India,24.92N,86.90E
1999-02-01,22.311999999999998,0.33799999999999997,Katihar,India,24.92N,86.90E
1999-03-01,27.51,0.44299999999999995,Katihar,India,24.92N,86.90E
1999-04-01,31.93,0.363,Katihar,India,24.92N,86.90E
1999-05-01,30.999,0.307,Katihar,India,24.92N,86.90E
1999-06-01,30.307,0.268,Katihar,India,24.92N,86.90E
1999-07-01,28.909000000000002,0.24600000000000002,Katihar,India,24.92N,86.90E
1999-08-01,28.717,0.244,Katihar,India,24.92N,86.90E
1999-09-01,28.526999999999997,0.358,Katihar,India,24.92N,86.90E
1999-10-01,27.16,0.21600000000000003,Katihar,India,24.92N,86.90E
1999-11-01,23.218000000000004,0.358,Katihar,India,24.92N,86.90E
1999-12-01,19.297,0.262,Katihar,India,24.92N,86.90E
2000-01-01,17.192,0.23600000000000002,Katihar,India,24.92N,86.90E
2000-02-01,19.213,0.366,Katihar,India,24.92N,86.90E
2000-03-01,25.449,0.478,Katihar,India,24.92N,86.90E
2000-04-01,30.053,0.201,Katihar,India,24.92N,86.90E
2000-05-01,30.746,0.155,Katihar,India,24.92N,86.90E
2000-06-01,30.057,0.369,Katihar,India,24.92N,86.90E
2000-07-01,29.343000000000004,0.27399999999999997,Katihar,India,24.92N,86.90E
2000-08-01,29.475,0.324,Katihar,India,24.92N,86.90E
2000-09-01,28.42,0.237,Katihar,India,24.92N,86.90E
2000-10-01,27.824,0.19899999999999998,Katihar,India,24.92N,86.90E
2000-11-01,23.851,0.303,Katihar,India,24.92N,86.90E
2000-12-01,18.392,0.239,Katihar,India,24.92N,86.90E
2001-01-01,16.843,0.284,Katihar,India,24.92N,86.90E
2001-02-01,21.331,0.293,Katihar,India,24.92N,86.90E
2001-03-01,25.76,0.602,Katihar,India,24.92N,86.90E
2001-04-01,30.125,0.57,Katihar,India,24.92N,86.90E
2001-05-01,30.726999999999997,0.318,Katihar,India,24.92N,86.90E
2001-06-01,29.336,0.41600000000000004,Katihar,India,24.92N,86.90E
2001-07-01,29.154,0.33,Katihar,India,24.92N,86.90E
2001-08-01,29.725,0.244,Katihar,India,24.92N,86.90E
2001-09-01,29.469,0.24,Katihar,India,24.92N,86.90E
2001-10-01,27.489,0.295,Katihar,India,24.92N,86.90E
2001-11-01,24.191999999999997,0.728,Katihar,India,24.92N,86.90E
2001-12-01,18.415,0.431,Katihar,India,24.92N,86.90E
2002-01-01,17.465,0.809,Katihar,India,24.92N,86.90E
